Company Name,Asset Type,Percentage Allocation,Fund Type
Torrent Pharmaceuticals Ltd.,Equity,1.40%,Multi Cap Fund
V-Guard Industries Ltd.,Equity,1.37%,Multi Cap Fund
Cummins India Ltd.,Equity,1.36%,Multi Cap Fund
ABB India Ltd.,Equity,1.34%,Multi Cap Fund
Britannia Industries Ltd.,Equity,1.30%,Multi Cap Fund
Hindalco Industries Ltd.,Equity,1.27%,Multi Cap Fund
The Indian Hotels Company Ltd.,Equity,1.26%,Multi Cap Fund
STAR HEALTH & ALLIED INSURANCE COMPANY Ltd.,Equity,1.26%,Multi Cap Fund
State Bank Of India,Equity,1.24%,Multi Cap Fund
Radico Khaitan Ltd.,Equity,1.18%,Multi Cap Fund
Cholamandalam Financial Holdings Ltd.,Equity,1.12%,Multi Cap Fund
Triveni Turbine Ltd.,Equity,1.11%,Multi Cap Fund
Bajaj Auto Ltd.,Equity,1.10%,Multi Cap Fund
S.J.S. Enterprises Ltd.,Equity,1.08%,Multi Cap Fund
Vinati Organics Ltd.,Equity,1.07%,Multi Cap Fund
Max Financial Services Ltd.,Equity,1.07%,Multi Cap Fund
Timken India Ltd.,Equity,1.06%,Multi Cap Fund
LIC Housing Finance Ltd.,Equity,1.05%,Multi Cap Fund
Tata Technologies Ltd.,Equity,1.04%,Multi Cap Fund
Go Fashion (India) Ltd.,Equity,1.00%,Multi Cap Fund
Ahluwalia Contracts Ltd.,Equity,0.95%,Multi Cap Fund
Kaynes Technology India Pvt. Ltd.,Equity,0.89%,Multi Cap Fund
VIP Industries Ltd.,Equity,0.88%,Multi Cap Fund
Td Power Systems Ltd.,Equity,0.83%,Multi Cap Fund
Westlife Foodworld Ltd.,Equity,0.81%,Multi Cap Fund
Jupiter Life Line Hospitals Ltd.,Equity,0.74%,Multi Cap Fund
Home First Finance Company India Ltd.,Equity,0.74%,Multi Cap Fund
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,0.69%,Multi Cap Fund
GMM Pfaudler Ltd.,Equity,0.67%,Multi Cap Fund
Ajanta Pharma Ltd.,Equity,0.60%,Multi Cap Fund
Somany Ceramics Ltd.,Equity,0.59%,Multi Cap Fund
Utkarsh Small Finance Bank Ltd.,Equity,0.56%,Multi Cap Fund
La Opala RG Ltd.,Equity,0.48%,Multi Cap Fund
Moldtek Packaging Ltd.,Equity,0.34%,Multi Cap Fund
Vedant Fashions Pvt. Ltd.,Equity,0.30%,Multi Cap Fund
Butterfly Gandhimathi Appliances Ltd.,Equity,0.23%,Multi Cap Fund
Ashok Leyland Ltd.,Equity,0.03%,Multi Cap Fund
Doms Industries Ltd.,Equity,0.02%,Multi Cap Fund
Inox India Ltd.,Equity,0.01%,Multi Cap Fund
Happy Forgings Ltd.,Equity,0.01%,Multi Cap Fund
Net Receivables/(Payable),Others,-0.16%,Multi Cap Fund
ICICI Bank Ltd.,Equity,5.77%,Multi Cap Fund
Birlasoft Ltd.,Equity,4.49%,Multi Cap Fund
Cholamandalam Investment & Finance Company Ltd.,Equity,4.14%,Multi Cap Fund
Persistent Systems Ltd.,Equity,3.81%,Multi Cap Fund
The Phoenix Mills Ltd.,Equity,3.76%,Multi Cap Fund
Trent Ltd.,Equity,3.74%,Multi Cap Fund
Bajaj Finance Ltd.,Equity,3.37%,Multi Cap Fund
HDFC Bank Ltd.,Equity,3.14%,Multi Cap Fund
Brigade Enterprises Ltd.,Equity,2.72%,Multi Cap Fund
Fortis Healthcare Ltd.,Equity,2.54%,Multi Cap Fund
Sundaram Finance Ltd.,Equity,2.49%,Multi Cap Fund
Mahindra & Mahindra Ltd.,Equity,2.48%,Multi Cap Fund
Infosys Ltd.,Equity,2.31%,Multi Cap Fund
Blue Star Ltd.,Equity,2.31%,Multi Cap Fund
Minda Corporation Ltd.,Equity,2.29%,Multi Cap Fund
Narayana Hrudayalaya Ltd.,Equity,2.19%,Multi Cap Fund
Coforge Ltd.,Equity,2.11%,Multi Cap Fund
Larsen & Toubro Ltd.,Equity,1.90%,Multi Cap Fund
UNO Minda Ltd.,Equity,1.84%,Multi Cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,1.66%,Multi Cap Fund
TVS Motor Company Ltd.,Equity,1.60%,Multi Cap Fund
Sansera Engineering Ltd.,Equity,1.57%,Multi Cap Fund
Galaxy Surfactants Ltd.,Equity,1.51%,Multi Cap Fund
Kaynes Technology India Pvt. Ltd.,Equity,1.50%,Multi Cap Fund
Mphasis Ltd.,Equity,1.48%,Multi Cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.41%,Multi Cap Fund
Tata Motors Ltd.,Equity,1.41%,Multi Cap Fund
Tata Consultancy Services Ltd.,Equity,1.37%,Multi Cap Fund
DLF Ltd.,Equity,1.29%,Multi Cap Fund
Zomato Ltd.,Equity,1.23%,Multi Cap Fund
Fine Organic Industries Ltd.,Equity,1.22%,Multi Cap Fund
Polycab India Ltd.,Equity,1.20%,Multi Cap Fund
Ccl Products (India) Ltd.,Equity,1.05%,Multi Cap Fund
CBLO(CCIL),Others,1.02%,Multi Cap Fund
Go Fashion (India) Ltd.,Equity,1.00%,Multi Cap Fund
Bharat Electronics Ltd.,Equity,0.99%,Multi Cap Fund
Rolex Rings Ltd.,Equity,0.97%,Multi Cap Fund
National Thermal Power Corporation Ltd.,Equity,0.91%,Multi Cap Fund
Craftsman Automation Ltd.,Equity,0.90%,Multi Cap Fund
Sona Blw Precision Forgings Ltd.,Equity,0.89%,Multi Cap Fund
Net Receivables/(Payable),Others,0.89%,Multi Cap Fund
Bharti Airtel Ltd.,Equity,0.86%,Multi Cap Fund
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.84%,Multi Cap Fund
CG Power & Industrial Solutions Ltd.,Equity,0.78%,Multi Cap Fund
Ultratech Cement Ltd.,Equity,0.77%,Multi Cap Fund
Rainbow Childrens Medicare Ltd.,Equity,0.77%,Multi Cap Fund
Mankind Pharma Ltd.,Equity,0.76%,Multi Cap Fund
Jio Financial Services Ltd.,Equity,0.74%,Multi Cap Fund
Mrs Bectors Food Specialities Ltd.,Equity,0.73%,Multi Cap Fund
Voltas Ltd.,Equity,0.72%,Multi Cap Fund
Tata Power Company Ltd.,Equity,0.70%,Multi Cap Fund
CIE Automotive India Ltd.,Equity,0.62%,Multi Cap Fund
Motherson Sumi Wiring India Ltd.,Equity,0.60%,Multi Cap Fund
ICICI Prudential Life Insurance Company Ltd.,Equity,0.58%,Multi Cap Fund
State Bank Of India,Equity,0.56%,Multi Cap Fund
KEI Industries Ltd.,Equity,0.54%,Multi Cap Fund
Solar Industries India Ltd.,Equity,0.54%,Multi Cap Fund
Dixon Technologies (India) Ltd.,Equity,0.51%,Multi Cap Fund
United Spirits Ltd.,Equity,0.50%,Multi Cap Fund
Bharat Dynamics Ltd.,Equity,0.46%,Multi Cap Fund
Cummins India Ltd.,Equity,0.41%,Multi Cap Fund
Navin Fluorine International Ltd.,Equity,0.40%,Multi Cap Fund
PI Industries Ltd.,Equity,0.40%,Multi Cap Fund
J. K. Cement Ltd.,Equity,0.32%,Multi Cap Fund
Torrent Pharmaceuticals Ltd.,Equity,0.28%,Multi Cap Fund
Jupiter Life Line Hospitals Ltd.,Equity,0.26%,Multi Cap Fund
The Ramco Cements Ltd.,Equity,0.25%,Multi Cap Fund
Canfin Homes Ltd.,Equity,0.25%,Multi Cap Fund
Bata India Ltd.,Equity,0.21%,Multi Cap Fund
Maruti Suzuki India Ltd.,Equity,0.17%,Multi Cap Fund
HDFC Bank Ltd.,Equity,4.95%,Multi Cap Fund
Reliance Industries Ltd.,Equity,3.14%,Multi Cap Fund
Triparty Repo,Others,2.83%,Multi Cap Fund
ICICI Bank Ltd.,Equity,2.48%,Multi Cap Fund
Axis Bank Ltd.,Equity,2.13%,Multi Cap Fund
Infosys Ltd.,Equity,2.13%,Multi Cap Fund
Larsen & Toubro Ltd.,Equity,2.04%,Multi Cap Fund
Tata Consultancy Services Ltd.,Equity,1.87%,Multi Cap Fund
Bosch Ltd.,Equity,1.84%,Multi Cap Fund
Kotak Mahindra Bank Ltd.,Equity,1.79%,Multi Cap Fund
Greenply Industries Ltd.,Equity,1.71%,Multi Cap Fund
Cyient Ltd.,Equity,1.71%,Multi Cap Fund
United Breweries Ltd.,Equity,1.68%,Multi Cap Fund
Indusind Bank Ltd.,Equity,1.63%,Multi Cap Fund
EIH Ltd.,Equity,1.55%,Multi Cap Fund
V-Mart Retail Ltd.,Equity,1.49%,Multi Cap Fund
Sun Pharmaceuticals Ind Ltd.,Equity,1.46%,Multi Cap Fund
Mahindra Lifespace Developers Ltd.,Equity,1.43%,Multi Cap Fund
The Ramco Cements Ltd.,Equity,1.41%,Multi Cap Fund
Metro Brands Ltd.,Equity,1.40%,Multi Cap Fund
ITC Ltd.,Equity,1.40%,Multi Cap Fund
Tata Motors Ltd.,Equity,1.40%,Multi Cap Fund
Indian Bank,Equity,1.39%,Multi Cap Fund
Avanti Feeds Ltd.,Equity,1.39%,Multi Cap Fund
Updater Services Ltd.,Equity,1.30%,Multi Cap Fund
Mahindra & Mahindra Financial Services Ltd.,Equity,1.30%,Multi Cap Fund
ICICI Lombard General Insurance Company Ltd.,Equity,1.22%,Multi Cap Fund
Syrma SGS Technology Ltd.,Equity,1.20%,Multi Cap Fund
Tata Consumer Products Ltd.,Equity,1.20%,Multi Cap Fund
Sterling & Wilson Renewable Energy Ltd. (Erstwhile Sterling & Wilson Solar Ltd.),Equity,1.19%,Multi Cap Fund
Rallis India Ltd.,Equity,1.17%,Multi Cap Fund
HDFC Life Insurance Company Ltd.,Equity,1.16%,Multi Cap Fund
Bharti Airtel Ltd.,Equity,1.14%,Multi Cap Fund
Maruti Suzuki India Ltd.,Equity,1.14%,Multi Cap Fund
Crompton Greaves Consumer Electrcials Ltd.,Equity,1.12%,Multi Cap Fund
Bajaj Finance Ltd.,Equity,1.09%,Multi Cap Fund
Bank Of Baroda,Equity,1.08%,Multi Cap Fund
Cummins India Ltd.,Equity,1.08%,Multi Cap Fund
Carborundum Universal Ltd.,Equity,1.08%,Multi Cap Fund
NHPC Ltd.,Equity,1.07%,Multi Cap Fund
Grasim Industries Ltd.,Equity,1.06%,Multi Cap Fund
Yatra Online Ltd.,Equity,1.06%,Multi Cap Fund
Automotive Axles Ltd.,Equity,1.05%,Multi Cap Fund
NMDC Ltd.,Equity,1.04%,Multi Cap Fund
Jindal Steel & Power Ltd.,Equity,1.03%,Multi Cap Fund
Radico Khaitan Ltd.,Equity,1.01%,Multi Cap Fund
Sundaram Finance Ltd.,Equity,0.97%,Multi Cap Fund
Dr Reddys Laboratories Ltd.,Equity,0.96%,Multi Cap Fund
Aurobindo Pharma Ltd.,Equity,0.96%,Multi Cap Fund
JK Tyre & Industries Ltd.,Equity,0.96%,Multi Cap Fund
Container Corporation Of India Ltd.,Equity,0.95%,Multi Cap Fund
Latent View Analytics Ltd.,Equity,0.94%,Multi Cap Fund
CG Power & Industrial Solutions Ltd.,Equity,0.94%,Multi Cap Fund
Bandhan Bank Ltd.,Equity,0.93%,Multi Cap Fund
Avenue Supermarts Ltd.,Equity,0.90%,Multi Cap Fund
Natco Pharma Ltd.,Equity,0.90%,Multi Cap Fund
Teamlease Services Ltd.,Equity,0.88%,Multi Cap Fund
Kalpataru Projects International Ltd.,Equity,0.86%,Multi Cap Fund
Thermax Ltd.,Equity,0.85%,Multi Cap Fund
Zee Entertainment Enterprises Ltd.,Equity,0.83%,Multi Cap Fund
Max Financial Services Ltd.,Equity,0.79%,Multi Cap Fund
Keystone Realtors Ltd,Equity,0.78%,Multi Cap Fund
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.74%,Multi Cap Fund
JK Lakshmi Cement Ltd.,Equity,0.70%,Multi Cap Fund
VRL Logistics Ltd.,Equity,0.68%,Multi Cap Fund
Manappuram Finance Ltd.,Equity,0.66%,Multi Cap Fund
Power Finance Corporation Ltd.,Equity,0.63%,Multi Cap Fund
Jubilant Foodworks Ltd.,Equity,0.62%,Multi Cap Fund
Biocon Ltd.,Equity,0.62%,Multi Cap Fund
Cipla Ltd.,Equity,0.58%,Multi Cap Fund
Info Edge (India) Ltd.,Equity,0.57%,Multi Cap Fund
Samvardhana Motherson International Ltd. (Erstwhile Motherson Sumi Systems Ltd.),Equity,0.56%,Multi Cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,0.55%,Multi Cap Fund
State Bank Of India,Equity,0.53%,Multi Cap Fund
Home First Finance Company India Ltd.,Equity,0.52%,Multi Cap Fund
Tech Mahindra Ltd.,Equity,0.49%,Multi Cap Fund
Laurus Labs Ltd.,Equity,0.48%,Multi Cap Fund
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,0.47%,Multi Cap Fund
Sumitomo Chemical India Ltd.,Equity,0.45%,Multi Cap Fund
Rishabh Instruments Ltd.,Equity,0.44%,Multi Cap Fund
Satin Creditcare Network Ltd.,Equity,0.43%,Multi Cap Fund
Suzlon Energy Ltd.,Equity,0.42%,Multi Cap Fund
NLC India Ltd.,Equity,0.42%,Multi Cap Fund
Coforge Ltd.,Equity,0.42%,Multi Cap Fund
Mphasis Ltd.,Equity,0.38%,Multi Cap Fund
Whirlpool of India Ltd.,Equity,0.38%,Multi Cap Fund
Aditya Birla Fashion & Retail Ltd.,Equity,0.37%,Multi Cap Fund
AIA Engineering Ltd.,Equity,0.31%,Multi Cap Fund
Alkem Laboratories Ltd.,Equity,0.29%,Multi Cap Fund
PVR INOX Ltd.,Equity,0.23%,Multi Cap Fund
Eicher Motors Ltd.,Equity,0.23%,Multi Cap Fund
Voltas Ltd.,Equity,0.22%,Multi Cap Fund
Hitachi Energy India Ltd.,Equity,0.15%,Multi Cap Fund
Cash Margin,Debt,0.11%,Multi Cap Fund
Oil India Ltd.,Equity,0.10%,Multi Cap Fund
Cash Margin,Debt,0.02%,Multi Cap Fund
Cash,Others,0.00%,Multi Cap Fund
Net Receivables/(Payable),Others,-0.23%,Multi Cap Fund
National Thermal Power Corporation Ltd.,Equity,4.12%,Multi Cap Fund
HDFC Bank Ltd.,Equity,3.48%,Multi Cap Fund
Reliance Industries Ltd.,Equity,3.41%,Multi Cap Fund
Larsen & Toubro Ltd.,Equity,2.62%,Multi Cap Fund
Hero Motocorp Ltd.,Equity,2.57%,Multi Cap Fund
Maruti Suzuki India Ltd.,Equity,2.40%,Multi Cap Fund
ITD Cementation India Ltd.,Equity,2.22%,Multi Cap Fund
Deepak Nitrite Ltd.,Equity,2.05%,Multi Cap Fund
DLF Ltd.,Equity,1.98%,Multi Cap Fund
UNO Minda Ltd.,Equity,1.98%,Multi Cap Fund
Sun Pharmaceuticals Ind Ltd.,Equity,1.91%,Multi Cap Fund
Cyient Ltd.,Equity,1.90%,Multi Cap Fund
CRISIL Ltd.,Equity,1.87%,Multi Cap Fund
Bank Of Baroda,Equity,1.81%,Multi Cap Fund
Indusind Bank Ltd.,Equity,1.80%,Multi Cap Fund
Ashok Leyland Ltd.,Equity,1.80%,Multi Cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.77%,Multi Cap Fund
Eris Lifesciences Ltd.,Equity,1.74%,Multi Cap Fund
Net Receivables/(Payable),Others,1.70%,Multi Cap Fund
Power Finance Corporation Ltd.,Equity,1.67%,Multi Cap Fund
Coforge Ltd.,Equity,1.65%,Multi Cap Fund
City Union Bank Ltd.,Equity,1.55%,Multi Cap Fund
State Bank Of India,Equity,1.46%,Multi Cap Fund
KEI Industries Ltd.,Equity,1.45%,Multi Cap Fund
Canara Bank,Equity,1.39%,Multi Cap Fund
Union Bank Of India,Equity,1.37%,Multi Cap Fund
Kajaria Ceramics Ltd.,Equity,1.34%,Multi Cap Fund
Century Textiles & Industries Ltd.,Equity,1.33%,Multi Cap Fund
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,1.30%,Multi Cap Fund
Kotak Mahindra Bank Ltd.,Equity,1.30%,Multi Cap Fund
Jindal Stainless Ltd.,Equity,1.29%,Multi Cap Fund
Ajanta Pharma Ltd.,Equity,1.29%,Multi Cap Fund
Bayer Cropscience Ltd.,Equity,1.24%,Multi Cap Fund
Senco Gold Ltd.,Equity,1.23%,Multi Cap Fund
Indian Bank,Equity,1.23%,Multi Cap Fund
Rail Vikas Nigam Ltd.,Equity,1.21%,Multi Cap Fund
Infosys Ltd.,Equity,1.20%,Multi Cap Fund
Rategain Travel Technologies Ltd.,Equity,1.18%,Multi Cap Fund
J. K. Cement Ltd.,Equity,1.16%,Multi Cap Fund
Endurance Technologies Ltd.,Equity,1.16%,Multi Cap Fund
Kewal Kiran Clothing Ltd.,Equity,1.14%,Multi Cap Fund
Radico Khaitan Ltd.,Equity,1.13%,Multi Cap Fund
Ultratech Cement Ltd.,Equity,1.13%,Multi Cap Fund
Bharat Heavy Electricals Ltd.,Equity,1.13%,Multi Cap Fund
Sobha Ltd.,Equity,1.08%,Multi Cap Fund
Ratnamani Metals & Tubes Ltd.,Equity,1.08%,Multi Cap Fund
Lemon Tree Hotels Ltd.,Equity,1.06%,Multi Cap Fund
Info Edge (India) Ltd.,Equity,1.03%,Multi Cap Fund
Sundram Fasteners Ltd.,Equity,1.02%,Multi Cap Fund
Jamna Auto Industries Ltd.,Equity,1.02%,Multi Cap Fund
Hindustan Aeronautics Ltd.,Equity,1.00%,Multi Cap Fund
Lumax Industries Ltd.,Equity,1.00%,Multi Cap Fund
JSW Steel Ltd.,Equity,0.99%,Multi Cap Fund
Aeroflex Industries Ltd.,Equity,0.98%,Multi Cap Fund
Cera Sanitaryware Ltd.,Equity,0.93%,Multi Cap Fund
HEG Ltd.,Equity,0.93%,Multi Cap Fund
CreditAccess Grameen Ltd.,Equity,0.92%,Multi Cap Fund
AIA Engineering Ltd.,Equity,0.86%,Multi Cap Fund
PCBL Ltd. (Erstwhile Phillips Carbon Black Ltd.),Equity,0.83%,Multi Cap Fund
Oberoi Realty Ltd.,Equity,0.81%,Multi Cap Fund
AXISCADES Technologies Ltd.,Equity,0.81%,Multi Cap Fund
Ingersoll-Rand  Ltd.,Equity,0.79%,Multi Cap Fund
PB Fintech Ltd.,Equity,0.79%,Multi Cap Fund
IRM Energy Ltd.,Equity,0.77%,Multi Cap Fund
TIPS Industries Ltd.,Equity,0.75%,Multi Cap Fund
Triparty Repo,Others,0.74%,Multi Cap Fund
United Breweries Ltd.,Equity,0.71%,Multi Cap Fund
Linde India Ltd.,Equity,0.70%,Multi Cap Fund
Apollo Pipes Ltd.,Equity,0.68%,Multi Cap Fund
REC Ltd.,Equity,0.55%,Multi Cap Fund
Fusion Micro Finance Ltd.,Equity,0.48%,Multi Cap Fund
Oil India Ltd.,Equity,0.47%,Multi Cap Fund
Sundaram Finance Ltd.,Equity,0.35%,Multi Cap Fund
HCL Technologies Ltd.,Equity,0.20%,Multi Cap Fund
HDFC Bank Ltd.,Equity,5.06%,Multi Cap Fund
ICICI Bank Ltd.,Equity,3.75%,Multi Cap Fund
Triparty Repo,Others,3.21%,Multi Cap Fund
Zomato Ltd.,Equity,2.91%,Multi Cap Fund
Reliance Industries Ltd.,Equity,2.74%,Multi Cap Fund
Larsen & Toubro Ltd.,Equity,2.64%,Multi Cap Fund
Indusind Bank Ltd.,Equity,2.44%,Multi Cap Fund
Mphasis Ltd.,Equity,2.32%,Multi Cap Fund
Tata Motors Ltd.,Equity,2.13%,Multi Cap Fund
NHPC Ltd.,Equity,2.13%,Multi Cap Fund
Rainbow Childrens Medicare Ltd.,Equity,2.12%,Multi Cap Fund
Hitachi Energy India Ltd.,Equity,2.08%,Multi Cap Fund
TVS Motor Company Ltd.,Equity,2.08%,Multi Cap Fund
Ratnamani Metals & Tubes Ltd.,Equity,2.05%,Multi Cap Fund
Sun Pharmaceuticals Ind Ltd.,Equity,2.01%,Multi Cap Fund
Coforge Ltd.,Equity,1.94%,Multi Cap Fund
Brigade Enterprises Ltd.,Equity,1.93%,Multi Cap Fund
Radico Khaitan Ltd.,Equity,1.90%,Multi Cap Fund
Dixon Technologies (India) Ltd.,Equity,1.85%,Multi Cap Fund
Power Finance Corporation Ltd.,Equity,1.80%,Multi Cap Fund
Ltimindtree Ltd.,Equity,1.78%,Multi Cap Fund
Tata Consultancy Services Ltd.,Equity,1.77%,Multi Cap Fund
BSE Ltd.,Equity,1.71%,Multi Cap Fund
Nestle India Ltd.,Equity,1.69%,Multi Cap Fund
The Indian Hotels Company Ltd.,Equity,1.65%,Multi Cap Fund
The Phoenix Mills Ltd.,Equity,1.55%,Multi Cap Fund
Linde India Ltd.,Equity,1.55%,Multi Cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.53%,Multi Cap Fund
KEI Industries Ltd.,Equity,1.53%,Multi Cap Fund
Bharat Electronics Ltd.,Equity,1.52%,Multi Cap Fund
eClerx Services Ltd.,Equity,1.48%,Multi Cap Fund
Mrs Bectors Food Specialities Ltd.,Equity,1.45%,Multi Cap Fund
Craftsman Automation Ltd.,Equity,1.45%,Multi Cap Fund
Indian Bank,Equity,1.42%,Multi Cap Fund
Affle (India) Ltd.,Equity,1.42%,Multi Cap Fund
Birla Corporation Ltd.,Equity,1.41%,Multi Cap Fund
Concord Biotech Ltd.,Equity,1.38%,Multi Cap Fund
Canfin Homes Ltd.,Equity,1.36%,Multi Cap Fund
Punjab National Bank,Equity,1.35%,Multi Cap Fund
Five-Star Business Finance Ltd.,Equity,1.35%,Multi Cap Fund
Tega Industries Ltd.,Equity,1.32%,Multi Cap Fund
Nippon Life India Asset Management Ltd.,Equity,1.32%,Multi Cap Fund
Mahindra & Mahindra Financial Services Ltd.,Equity,1.30%,Multi Cap Fund
Trent Ltd.,Equity,1.29%,Multi Cap Fund
Tata Communications Ltd.,Equity,1.29%,Multi Cap Fund
Alkem Laboratories Ltd.,Equity,1.22%,Multi Cap Fund
Bajaj Finance Ltd.,Equity,1.21%,Multi Cap Fund
Bharti Airtel Ltd.,Equity,1.19%,Multi Cap Fund
Motherson Sumi Wiring India Ltd.,Equity,1.16%,Multi Cap Fund
Dalmia Bharat Ltd.,Equity,1.11%,Multi Cap Fund
Westlife Foodworld Ltd.,Equity,1.11%,Multi Cap Fund
The Jammu & Kashmir Bank Ltd.,Equity,1.10%,Multi Cap Fund
CG Power & Industrial Solutions Ltd.,Equity,1.08%,Multi Cap Fund
Jindal Stainless Ltd.,Equity,1.08%,Multi Cap Fund
Metro Brands Ltd.,Equity,0.99%,Multi Cap Fund
APL Apollo Tubes Ltd.,Equity,0.99%,Multi Cap Fund
Protean Egov Technologies Ltd.,Equity,0.92%,Multi Cap Fund
Net Receivables/(Payable),Others,0.89%,Multi Cap Fund
Maruti Suzuki India Ltd.,Equity,0.88%,Multi Cap Fund
Amex Carbonates & Chemicals Ltd.,Equity,0.00%,Multi Cap Fund
Derivative,Others,-0.88%,Multi Cap Fund
HDFC Bank Ltd.,Equity,6.34%,Multi Cap Fund
ICICI Bank Ltd.,Equity,2.73%,Multi Cap Fund
National Thermal Power Corporation Ltd.,Equity,2.23%,Multi Cap Fund
CreditAccess Grameen Ltd.,Equity,2.20%,Multi Cap Fund
Bharti Airtel Ltd.,Equity,2.11%,Multi Cap Fund
Tata Motors Ltd.,Equity,2.06%,Multi Cap Fund
UNO Minda Ltd.,Equity,1.94%,Multi Cap Fund
Equitas Small Finance Bank Ltd.,Equity,1.90%,Multi Cap Fund
TVS Motor Company Ltd.,Equity,1.90%,Multi Cap Fund
KEI Industries Ltd.,Equity,1.85%,Multi Cap Fund
The Federal Bank Ltd.,Equity,1.79%,Multi Cap Fund
Triparty Repo,Others,1.77%,Multi Cap Fund
Bank Of Baroda,Equity,1.77%,Multi Cap Fund
J. K. Cement Ltd.,Equity,1.69%,Multi Cap Fund
Bharat Dynamics Ltd.,Equity,1.65%,Multi Cap Fund
ITC Ltd.,Equity,1.64%,Multi Cap Fund
Jyothy Labs Ltd.,Equity,1.62%,Multi Cap Fund
Coforge Ltd.,Equity,1.60%,Multi Cap Fund
Varun Beverages Ltd.,Equity,1.59%,Multi Cap Fund
Tata Consultancy Services Ltd.,Equity,1.54%,Multi Cap Fund
Bikaji Foods International Ltd.,Equity,1.54%,Multi Cap Fund
Torrent Pharmaceuticals Ltd.,Equity,1.54%,Multi Cap Fund
Bajaj Finance Ltd.,Equity,1.52%,Multi Cap Fund
Larsen & Toubro Ltd.,Equity,1.52%,Multi Cap Fund
Ajanta Pharma Ltd.,Equity,1.51%,Multi Cap Fund
Hitachi Energy India Ltd.,Equity,1.51%,Multi Cap Fund
Bharat Electronics Ltd.,Equity,1.50%,Multi Cap Fund
Infosys Ltd.,Equity,1.49%,Multi Cap Fund
Max Healthcare Institute Ltd.,Equity,1.48%,Multi Cap Fund
APL Apollo Tubes Ltd.,Equity,1.48%,Multi Cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.42%,Multi Cap Fund
Honasa Consumer Ltd.,Equity,1.40%,Multi Cap Fund
ZF Commercial Vehicle Control Systems India Ltd.,Equity,1.39%,Multi Cap Fund
Titan Company Ltd.,Equity,1.36%,Multi Cap Fund
Crompton Greaves Consumer Electrcials Ltd.,Equity,1.34%,Multi Cap Fund
ICRA Ltd.,Equity,1.32%,Multi Cap Fund
PVR INOX Ltd.,Equity,1.31%,Multi Cap Fund
Multi Commodity Exchange of India Ltd.,Equity,1.31%,Multi Cap Fund
Piramal Pharma Ltd.,Equity,1.30%,Multi Cap Fund
Avenue Supermarts Ltd.,Equity,1.30%,Multi Cap Fund
Deepak Nitrite Ltd.,Equity,1.29%,Multi Cap Fund
V-Guard Industries Ltd.,Equity,1.28%,Multi Cap Fund
State Bank Of India,Equity,1.27%,Multi Cap Fund
Ccl Products (India) Ltd.,Equity,1.26%,Multi Cap Fund
K P R Mill Ltd.,Equity,1.24%,Multi Cap Fund
United Spirits Ltd.,Equity,1.24%,Multi Cap Fund
Westlife Foodworld Ltd.,Equity,1.23%,Multi Cap Fund
BSE Ltd.,Equity,1.21%,Multi Cap Fund
Cholamandalam Investment & Finance Company Ltd.,Equity,1.18%,Multi Cap Fund
Interglobe Aviation Ltd.,Equity,1.14%,Multi Cap Fund
Abbott India Ltd.,Equity,1.13%,Multi Cap Fund
GMM Pfaudler Ltd.,Equity,1.12%,Multi Cap Fund
Vedant Fashions Pvt. Ltd.,Equity,1.08%,Multi Cap Fund
REC Ltd.,Equity,1.07%,Multi Cap Fund
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,1.02%,Multi Cap Fund
Praj Industries Ltd.,Equity,1.00%,Multi Cap Fund
Cipla Ltd.,Equity,0.99%,Multi Cap Fund
Kaynes Technology India Pvt. Ltd.,Equity,0.98%,Multi Cap Fund
Navin Fluorine International Ltd.,Equity,0.96%,Multi Cap Fund
Axis Bank Ltd.,Equity,0.95%,Multi Cap Fund
Mphasis Ltd.,Equity,0.88%,Multi Cap Fund
Dixon Technologies (India) Ltd.,Equity,0.81%,Multi Cap Fund
Titagarh Railsystems Ltd.,Equity,0.81%,Multi Cap Fund
Net Receivables/(Payable),Others,0.79%,Multi Cap Fund
JK Lakshmi Cement Ltd.,Equity,0.67%,Multi Cap Fund
Bharat Forge Ltd.,Equity,0.64%,Multi Cap Fund
Dr Lal PathLabs Ltd.,Equity,0.64%,Multi Cap Fund
