Company Name,Asset Type,Percentage Allocation,Portfolio Date,Scheme Name,Fund Type
Sun Pharmaceuticals Ind Ltd.,Equity,2.89%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
ITC Ltd.,Equity,2.82%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Minda Corporation Ltd.,Equity,2.72%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Axis Bank Ltd.,Equity,2.47%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
CBLO(CCIL),Others,2.46%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Larsen & Toubro Ltd.,Equity,2.03%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Indusind Bank Ltd.,Equity,1.95%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Granules India Ltd.,Equity,1.89%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Strides Pharma Science Ltd.,Equity,1.81%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Carborundum Universal Ltd.,Equity,1.81%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Orient Cement Ltd.,Equity,1.74%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
The Federal Bank Ltd.,Equity,1.73%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
HCL Technologies Ltd.,Equity,1.69%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Pricol Ltd.,Equity,1.66%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Ambuja Cements Ltd.,Equity,1.63%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
National Thermal Power Corporation Ltd.,Equity,1.53%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Wipro Ltd.,Equity,1.47%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
GAIL (India) Ltd.,Equity,1.46%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Jindal Steel & Power Ltd.,Equity,1.44%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Bank Of India,Equity,1.43%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Tata Motors Ltd.,Equity,1.43%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Kalpataru Projects International Ltd.,Equity,1.42%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Mahindra & Mahindra Financial Services Ltd.,Equity,1.36%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
LIC Housing Finance Ltd.,Equity,1.32%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Manappuram Finance Ltd.,Equity,1.29%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
NLC India Ltd.,Equity,1.21%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Steel Authority Of India Ltd.,Equity,1.20%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Honeywell Automation India Ltd.,Equity,1.18%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Aditya Birla Fashion & Retail Ltd.,Equity,1.18%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Balrampur Chini Mills Ltd.,Equity,1.16%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Multi Commodity Exchange of India Ltd.,Equity,1.16%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Dalmia Bharat Ltd.,Equity,1.16%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
NMDC Ltd.,Equity,1.15%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Max Financial Services Ltd.,Equity,1.11%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,1.08%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Birlasoft Ltd.,Equity,1.04%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Sobha Ltd.,Equity,1.02%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Tata Communications Ltd.,Equity,0.99%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Ltimindtree Ltd.,Equity,0.99%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Chalet Hotels Ltd.,Equity,0.97%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
IDFC First Bank Ltd. (Erstwhile IDFC Bank Ltd.),Equity,0.96%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Praj Industries Ltd.,Equity,0.94%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Tech Mahindra Ltd.,Equity,0.93%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Hindustan Petroleum Corporation Ltd.,Equity,0.93%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Hero Motocorp Ltd.,Equity,0.92%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Welspun India Ltd.,Equity,0.91%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Tamil Nadu Newsprint & Papers Ltd.,Equity,0.88%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
SBI Life Insurance Company Ltd.,Equity,0.86%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Cyient Ltd.,Equity,0.86%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
DLF Ltd.,Equity,0.77%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.75%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Punjab National Bank,Equity,0.75%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,Equity,0.70%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
MTAR Technologies Ltd.,Equity,0.68%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Oberoi Realty Ltd.,Equity,0.68%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Anupam Rasayan India Ltd.,Equity,0.62%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Union Bank Of India,Equity,0.61%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
JSW Infrastructure Ltd. (Erstwhile Sarvoday Advisory Services Pvt. Ltd.),Equity,0.61%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Craftsman Automation Ltd.,Equity,0.53%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Indraprastha Gas Ltd.,Equity,0.48%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
I G Petrochemicals Ltd.,Equity,0.45%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Sis Ltd. (Erstwhile Security & Intelligence Service (India) Ltd.),Equity,0.36%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Nath Bio-Genes (India) Ltd.,Equity,0.32%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Gulshan Polyols Ltd.,Equity,0.29%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Doms Industries Ltd.,Equity,0.25%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
JSW Energy Ltd.,Equity,0.15%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Power Finance Corporation Ltd.,Equity,0.15%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Hindustan Aeronautics Ltd.,Equity,0.09%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Gokaldas Exports Ltd.,Equity,0.05%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Inox India Ltd.,Equity,0.02%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
Net Receivables/(Payable),Others,-0.14%,31/12/2023,Aditya Birla Sun Life Pure Value Fund,Value Fund
ICICI Bank Ltd.,Equity,4.88%,31/12/2023,Axis Value Fund,Value Fund
CBLO(CCIL),Others,4.05%,31/12/2023,Axis Value Fund,Value Fund
Reliance Industries Ltd.,Equity,3.61%,31/12/2023,Axis Value Fund,Value Fund
Infosys Ltd.,Equity,3.18%,31/12/2023,Axis Value Fund,Value Fund
HDFC Bank Ltd.,Equity,3.07%,31/12/2023,Axis Value Fund,Value Fund
Bajaj Holdings & Investment Ltd.,Equity,3.04%,31/12/2023,Axis Value Fund,Value Fund
Larsen & Toubro Ltd.,Equity,2.78%,31/12/2023,Axis Value Fund,Value Fund
National Thermal Power Corporation Ltd.,Equity,2.76%,31/12/2023,Axis Value Fund,Value Fund
Minda Corporation Ltd.,Equity,2.52%,31/12/2023,Axis Value Fund,Value Fund
Sun Pharmaceuticals Ind Ltd.,Equity,2.20%,31/12/2023,Axis Value Fund,Value Fund
Netweb Technologies India Ltd.,Equity,2.12%,31/12/2023,Axis Value Fund,Value Fund
Tata Motors Ltd.,Equity,2.06%,31/12/2023,Axis Value Fund,Value Fund
Bajaj Auto Ltd.,Equity,2.06%,31/12/2023,Axis Value Fund,Value Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.98%,31/12/2023,Axis Value Fund,Value Fund
Sansera Engineering Ltd.,Equity,1.88%,31/12/2023,Axis Value Fund,Value Fund
Fortis Healthcare Ltd.,Equity,1.86%,31/12/2023,Axis Value Fund,Value Fund
Bajaj Finserv Ltd.,Equity,1.82%,31/12/2023,Axis Value Fund,Value Fund
The Federal Bank Ltd.,Equity,1.82%,31/12/2023,Axis Value Fund,Value Fund
Ultratech Cement Ltd.,Equity,1.77%,31/12/2023,Axis Value Fund,Value Fund
Mahindra & Mahindra Ltd.,Equity,1.72%,31/12/2023,Axis Value Fund,Value Fund
Bharat Electronics Ltd.,Equity,1.72%,31/12/2023,Axis Value Fund,Value Fund
DLF Ltd.,Equity,1.69%,31/12/2023,Axis Value Fund,Value Fund
Bharti Airtel Ltd.,Equity,1.68%,31/12/2023,Axis Value Fund,Value Fund
State Bank Of India,Equity,1.65%,31/12/2023,Axis Value Fund,Value Fund
Jyothy Labs Ltd.,Equity,1.54%,31/12/2023,Axis Value Fund,Value Fund
Mrs Bectors Food Specialities Ltd.,Equity,1.54%,31/12/2023,Axis Value Fund,Value Fund
Cholamandalam Investment & Finance Company Ltd.,Equity,1.51%,31/12/2023,Axis Value Fund,Value Fund
Hindalco Industries Ltd.,Equity,1.50%,31/12/2023,Axis Value Fund,Value Fund
Birlasoft Ltd.,Equity,1.49%,31/12/2023,Axis Value Fund,Value Fund
Tech Mahindra Ltd.,Equity,1.48%,31/12/2023,Axis Value Fund,Value Fund
Teamlease Services Ltd.,Equity,1.48%,31/12/2023,Axis Value Fund,Value Fund
CreditAccess Grameen Ltd.,Equity,1.45%,31/12/2023,Axis Value Fund,Value Fund
Canfin Homes Ltd.,Equity,1.31%,31/12/2023,Axis Value Fund,Value Fund
CG Power & Industrial Solutions Ltd.,Equity,1.30%,31/12/2023,Axis Value Fund,Value Fund
Mphasis Ltd.,Equity,1.28%,31/12/2023,Axis Value Fund,Value Fund
ICICI Prudential Life Insurance Company Ltd.,Equity,1.25%,31/12/2023,Axis Value Fund,Value Fund
Coforge Ltd.,Equity,1.24%,31/12/2023,Axis Value Fund,Value Fund
R R Kabel Ltd.,Equity,1.23%,31/12/2023,Axis Value Fund,Value Fund
Vijaya Diagnostic Centre Ltd.,Equity,1.21%,31/12/2023,Axis Value Fund,Value Fund
Apar Industries Ltd.,Equity,1.21%,31/12/2023,Axis Value Fund,Value Fund
Power Grid Corporation Of India Ltd.,Equity,1.12%,31/12/2023,Axis Value Fund,Value Fund
Coal India Ltd.,Equity,1.09%,31/12/2023,Axis Value Fund,Value Fund
Torrent Pharmaceuticals Ltd.,Equity,1.07%,31/12/2023,Axis Value Fund,Value Fund
Tata Steel Ltd.,Equity,1.07%,31/12/2023,Axis Value Fund,Value Fund
Dixon Technologies (India) Ltd.,Equity,1.07%,31/12/2023,Axis Value Fund,Value Fund
Jindal Steel & Power Ltd.,Equity,1.01%,31/12/2023,Axis Value Fund,Value Fund
Brigade Enterprises Ltd.,Equity,1.00%,31/12/2023,Axis Value Fund,Value Fund
Tata Power Company Ltd.,Equity,0.95%,31/12/2023,Axis Value Fund,Value Fund
Go Fashion (India) Ltd.,Equity,0.87%,31/12/2023,Axis Value Fund,Value Fund
BSE Ltd.,Equity,0.83%,31/12/2023,Axis Value Fund,Value Fund
Tata Communications Ltd.,Equity,0.83%,31/12/2023,Axis Value Fund,Value Fund
Net Receivables/(Payable),Others,0.80%,31/12/2023,Axis Value Fund,Value Fund
Bharat Dynamics Ltd.,Equity,0.80%,31/12/2023,Axis Value Fund,Value Fund
Cummins India Ltd.,Equity,0.78%,31/12/2023,Axis Value Fund,Value Fund
Jupiter Life Line Hospitals Ltd.,Equity,0.77%,31/12/2023,Axis Value Fund,Value Fund
J. K. Cement Ltd.,Equity,0.74%,31/12/2023,Axis Value Fund,Value Fund
Eureka Forbes Ltd.,Equity,0.74%,31/12/2023,Axis Value Fund,Value Fund
UNO Minda Ltd.,Equity,0.72%,31/12/2023,Axis Value Fund,Value Fund
RHI Magnesita India Ltd.,Equity,0.71%,31/12/2023,Axis Value Fund,Value Fund
L&T Finance Holding Ltd.,Equity,0.65%,31/12/2023,Axis Value Fund,Value Fund
eClerx Services Ltd.,Equity,0.60%,31/12/2023,Axis Value Fund,Value Fund
RITES Ltd.,Equity,0.60%,31/12/2023,Axis Value Fund,Value Fund
Voltas Ltd.,Equity,0.57%,31/12/2023,Axis Value Fund,Value Fund
Vardhman Textiles Ltd.,Equity,0.30%,31/12/2023,Axis Value Fund,Value Fund
CIE Automotive India Ltd.,Equity,0.23%,31/12/2023,Axis Value Fund,Value Fund
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.14%,31/12/2023,Axis Value Fund,Value Fund
HDFC Bank Ltd.,Equity,4.84%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Axis Bank Ltd.,Equity,4.54%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
ICICI Bank Ltd.,Equity,3.85%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Triparty Repo,Others,3.64%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Reliance Industries Ltd.,Equity,3.16%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Tata Consultancy Services Ltd.,Equity,2.54%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
ITC Ltd.,Equity,2.50%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Jindal Steel & Power Ltd.,Equity,2.41%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
CG Power & Industrial Solutions Ltd.,Equity,2.34%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
National Thermal Power Corporation Ltd.,Equity,2.20%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
State Bank Of India,Equity,2.06%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Indusind Bank Ltd.,Equity,2.06%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Hero Motocorp Ltd.,Equity,2.02%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
UNO Minda Ltd.,Equity,1.95%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
HCL Technologies Ltd.,Equity,1.89%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
VRL Logistics Ltd.,Equity,1.88%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Tech Mahindra Ltd.,Equity,1.88%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,1.86%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Cipla Ltd.,Equity,1.84%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
The Indian Hotels Company Ltd.,Equity,1.80%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Bosch Ltd.,Equity,1.76%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Bank Of Baroda,Equity,1.75%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
ICICI Lombard General Insurance Company Ltd.,Equity,1.75%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Tata Motors Ltd.,Equity,1.71%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Greenpanel Industries Ltd.,Equity,1.65%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Sun Pharmaceuticals Ind Ltd.,Equity,1.62%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
KEC International Ltd.,Equity,1.52%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Radico Khaitan Ltd.,Equity,1.49%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Godrej Consumer Products Ltd.,Equity,1.46%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Coal India Ltd.,Equity,1.45%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Avanti Feeds Ltd.,Equity,1.42%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
GAIL (India) Ltd.,Equity,1.41%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
NCC Ltd.,Equity,1.40%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Infosys Ltd.,Equity,1.39%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
The Ramco Cements Ltd.,Equity,1.38%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Hindalco Industries Ltd.,Equity,1.31%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Power Grid Corporation Of India Ltd.,Equity,1.22%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Lupin Ltd.,Equity,1.19%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
EIH Ltd.,Equity,1.16%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Aurobindo Pharma Ltd.,Equity,1.15%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Kirloskar Ferrous Industries Ltd.,Equity,1.14%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Graphite India Ltd.,Equity,1.13%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Dr Reddys Laboratories Ltd.,Equity,1.12%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,1.06%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Mahindra & Mahindra Financial Services Ltd.,Equity,0.96%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Crompton Greaves Consumer Electrcials Ltd.,Equity,0.96%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Deepak Nitrite Ltd.,Equity,0.96%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Laurus Labs Ltd.,Equity,0.94%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
United Spirits Ltd.,Equity,0.93%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Oil & Natural Gas Corporation Ltd.,Equity,0.92%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
MAS Financial Services Ltd.,Equity,0.92%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
HDFC Life Insurance Company Ltd.,Equity,0.92%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Mahindra & Mahindra Ltd.,Equity,0.89%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
V-Mart Retail Ltd.,Equity,0.86%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Nuvoco Vistas Corporation Ltd.,Equity,0.84%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Wheels India Ltd.,Equity,0.68%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Updater Services Ltd.,Equity,0.64%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Indian Bank,Equity,0.60%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Bharti Airtel Ltd.,Equity,0.53%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Mayur Uniquoters Ltd.,Equity,0.52%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Sobha Ltd.,Equity,0.51%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Sterling & Wilson Renewable Energy Ltd. (Erstwhile Sterling & Wilson Solar Ltd.),Equity,0.50%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Suzlon Energy Ltd.,Equity,0.44%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Quess Corp Ltd.,Equity,0.40%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
K P R Mill Ltd.,Equity,0.32%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Cash Margin,Debt,0.03%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Cash Margin,Debt,0.02%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Cash,Others,0.00%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
Net Receivables/(Payable),Others,-0.17%,31/12/2023,Bandhan Sterling Value Fund,Value Fund
HDFC Bank Ltd.,Equity,6.66%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Reliance Industries Ltd.,Equity,4.65%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Tata Consultancy Services Ltd.,Equity,4.21%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
ICICI Bank Ltd.,Equity,3.88%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Power Finance Corporation Ltd.,Equity,3.44%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
National Thermal Power Corporation Ltd.,Equity,3.17%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Ltimindtree Ltd.,Equity,3.02%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
NHPC Ltd.,Equity,2.71%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Indusind Bank Ltd.,Equity,2.59%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Exide Industries Ltd.,Equity,2.57%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Hero Motocorp Ltd.,Equity,2.48%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Larsen & Toubro Ltd.,Equity,2.48%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Tata Motors Ltd.,Equity,2.34%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
SJVN Ltd.,Equity,2.18%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Birla Corporation Ltd.,Equity,2.16%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Bharat Petroleum Corporation Ltd.,Equity,2.03%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Gujarat State Petronet Ltd.,Equity,2.02%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
United Spirits Ltd.,Equity,2.01%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
ITC Ltd.,Equity,1.94%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Canfin Homes Ltd.,Equity,1.91%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
RBL Bank Ltd.,Equity,1.84%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Concord Biotech Ltd.,Equity,1.76%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Tech Mahindra Ltd.,Equity,1.53%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Kotak Mahindra Bank Ltd.,Equity,1.49%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Treasury Bill (364D),Others,1.48%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Punjab National Bank,Equity,1.44%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Lupin Ltd.,Equity,1.43%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
NMDC Ltd.,Equity,1.34%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Oil India Ltd.,Equity,1.34%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Triparty Repo,Others,1.29%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Power Grid Corporation Of India Ltd.,Equity,1.28%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Alkem Laboratories Ltd.,Equity,1.25%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Coal India Ltd.,Equity,1.24%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
Indus Towers Ltd. (Erstwhile Bharti Infratel Limited),Equity,1.19%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
GAIL (India) Ltd.,Equity,1.17%,31/12/2023,Baroda BNP Paribas Value Fund,Value Fund
