Company Name,Asset Type,Percentage Allocation,Fund Type
KFIN Technologies Ltd.,Equity,0.43%,Small cap Fund
Birlasoft Ltd.,Equity,0.43%,Small cap Fund
VST Tillers Tractors Ltd.,Equity,0.42%,Small cap Fund
Emami Ltd.,Equity,0.42%,Small cap Fund
PNB Housing Finance Ltd.,Equity,0.42%,Small cap Fund
The Indian Hotels Company Ltd.,Equity,0.42%,Small cap Fund
RBL Bank Ltd.,Equity,0.42%,Small cap Fund
Harsha Engineers International Ltd.,Equity,0.41%,Small cap Fund
FDC Ltd.,Equity,0.41%,Small cap Fund
Apollo Hospitals Enterprise Ltd.,Equity,0.40%,Small cap Fund
Texmaco Rail & Engineering Ltd.,Equity,0.40%,Small cap Fund
Sanofi India Ltd.,Equity,0.39%,Small cap Fund
Automotive Axles Ltd.,Equity,0.38%,Small cap Fund
Raymond Ltd.,Equity,0.37%,Small cap Fund
Orient Cement Ltd.,Equity,0.37%,Small cap Fund
CARE Ratings Ltd.,Equity,0.37%,Small cap Fund
Bajaj Consumer Care Ltd.,Equity,0.36%,Small cap Fund
Sundaram Finance Holdings Ltd.,Equity,0.36%,Small cap Fund
Fineotex Chemical Ltd.,Equity,0.36%,Small cap Fund
Bajaj Finance Ltd.,Equity,0.35%,Small cap Fund
PVR INOX Ltd.,Equity,0.35%,Small cap Fund
Sis Ltd. (Erstwhile Security & Intelligence Service (India) Ltd.),Equity,0.35%,Small cap Fund
eMudhra Ltd.,Equity,0.35%,Small cap Fund
Chambal Fertilisers & Chemicals Ltd.,Equity,0.34%,Small cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,0.33%,Small cap Fund
Astra Microwave Products Ltd.,Equity,0.33%,Small cap Fund
Sheela Foam Ltd.,Equity,0.33%,Small cap Fund
PG Electroplast Ltd.,Equity,0.32%,Small cap Fund
Data Patterns (India) Ltd.,Equity,0.32%,Small cap Fund
HDFC Life Insurance Company Ltd.,Equity,0.32%,Small cap Fund
Zomato Ltd.,Equity,0.32%,Small cap Fund
Greenlam Industries Ltd.,Equity,0.31%,Small cap Fund
NIIT Ltd.,Equity,0.31%,Small cap Fund
Sun Pharmaceuticals Ind Ltd.,Equity,0.31%,Small cap Fund
Lemon Tree Hotels Ltd.,Equity,0.31%,Small cap Fund
G R Infraprojects Ltd.,Equity,0.30%,Small cap Fund
Brigade Enterprises Ltd.,Equity,0.30%,Small cap Fund
Sandhar Technologies Ltd.,Equity,0.30%,Small cap Fund
Angel One Ltd. (Erstwhile Angel Broking Ltd.),Equity,0.30%,Small cap Fund
Divgi Torq Transfer Systems Pvt Ltd,Equity,0.29%,Small cap Fund
Ambuja Cements Ltd.,Equity,0.29%,Small cap Fund
Landmark Cars Ltd.,Equity,0.29%,Small cap Fund
Voltas Ltd.,Equity,0.29%,Small cap Fund
Just Dial Ltd.,Equity,0.29%,Small cap Fund
Rallis India Ltd.,Equity,0.28%,Small cap Fund
RHI Magnesita India Ltd.,Equity,0.28%,Small cap Fund
Godrej Agrovet Ltd.,Equity,0.27%,Small cap Fund
PNC Infratech Ltd.,Equity,0.27%,Small cap Fund
Vesuvius India Ltd.,Equity,0.27%,Small cap Fund
Triveni Engineering & Industries Ltd.,Equity,0.26%,Small cap Fund
Sonata Software Ltd.,Equity,0.26%,Small cap Fund
L G Balakrishnan & Bros Ltd.,Equity,0.26%,Small cap Fund
Equitas Small Finance Bank Ltd.,Equity,0.25%,Small cap Fund
Castrol India Ltd.,Equity,0.25%,Small cap Fund
TTK Prestige Ltd.,Equity,0.25%,Small cap Fund
Coal India Ltd.,Equity,0.25%,Small cap Fund
Styrenix Performance Materials Ltd.,Equity,0.25%,Small cap Fund
Asahi India Glass Ltd.,Equity,0.25%,Small cap Fund
Shriram Finance Ltd.(Erstwhile Shriram Transport Finance Company Limited),Equity,0.24%,Small cap Fund
Thyrocare Technologies Ltd.,Equity,0.24%,Small cap Fund
Indoco Remedies Ltd.,Equity,0.24%,Small cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,0.24%,Small cap Fund
Honeywell Automation India Ltd.,Equity,0.24%,Small cap Fund
Persistent Systems Ltd.,Equity,0.23%,Small cap Fund
Canfin Homes Ltd.,Equity,0.23%,Small cap Fund
Tatva Chintan Pharma Chem Ltd.,Equity,0.22%,Small cap Fund
Kaynes Technology India Pvt. Ltd.,Equity,0.22%,Small cap Fund
JK Lakshmi Cement Ltd.,Equity,0.21%,Small cap Fund
Nazara Technologies Ltd.,Equity,0.20%,Small cap Fund
Kirloskar Ferrous Industries Ltd.,Equity,0.20%,Small cap Fund
Rainbow Childrens Medicare Ltd.,Equity,0.20%,Small cap Fund
Archean Chemical Industries Ltd.,Equity,0.20%,Small cap Fund
Gujarat Fluorochemicals Ltd.,Equity,0.20%,Small cap Fund
Venus Pipes & Tubes Ltd.,Equity,0.19%,Small cap Fund
KEC International Ltd.,Equity,0.18%,Small cap Fund
Tata Coffee Ltd.,Equity,0.18%,Small cap Fund
Lakshmi Machine Works Ltd.,Equity,0.18%,Small cap Fund
La Opala RG Ltd.,Equity,0.17%,Small cap Fund
Rishabh Instruments Ltd.,Equity,0.17%,Small cap Fund
Polyplex Corporation Ltd.,Equity,0.17%,Small cap Fund
Gabriel India Ltd.,Equity,0.16%,Small cap Fund
Pokarna Ltd.,Equity,0.16%,Small cap Fund
Tracxn Technologies Ltd.,Equity,0.16%,Small cap Fund
Tata Technologies Ltd.,Equity,0.15%,Small cap Fund
Ccl Products (India) Ltd.,Equity,0.15%,Small cap Fund
Cyient DLM Ltd.,Equity,0.14%,Small cap Fund
Indian Renewable Energy Development Agency (Ireda),Equity,0.14%,Small cap Fund
Techno Electric & Engineering Company Ltd.,Equity,0.14%,Small cap Fund
ICICI Prudential Life Insurance Company Ltd.,Equity,0.14%,Small cap Fund
Mishra Dhatu Nigam Ltd.,Equity,0.14%,Small cap Fund
Astec Lifesciences Ltd.,Equity,0.14%,Small cap Fund
VIP Industries Ltd.,Equity,0.14%,Small cap Fund
J M Financial Ltd.,Equity,0.13%,Small cap Fund
KEI Industries Ltd.,Equity,0.13%,Small cap Fund
Honasa Consumer Ltd.,Equity,0.13%,Small cap Fund
Hitachi Energy India Ltd.,Equity,0.12%,Small cap Fund
Bharat Dynamics Ltd.,Equity,0.12%,Small cap Fund
Century Plyboards Ltd.,Equity,0.11%,Small cap Fund
Rolex Rings Ltd.,Equity,0.11%,Small cap Fund
Ashoka Buildcon Ltd.,Equity,0.11%,Small cap Fund
Hero Motocorp Ltd.,Equity,0.11%,Small cap Fund
Glaxo Smithkline Pharmaceuticals Ltd.,Equity,0.11%,Small cap Fund
Subros Ltd.,Equity,0.10%,Small cap Fund
Paras Defence & Space Technologies Ltd.,Equity,0.09%,Small cap Fund
Blue Jet Healthcare Ltd.,Equity,0.09%,Small cap Fund
Concord Biotech Ltd.,Equity,0.08%,Small cap Fund
Aeroflex Industries Ltd.,Equity,0.08%,Small cap Fund
Union Bank Of India,Equity,0.07%,Small cap Fund
Westlife Foodworld Ltd.,Equity,0.06%,Small cap Fund
Netweb Technologies India Ltd.,Equity,0.06%,Small cap Fund
Bajel Projects Limited (BPL),Equity,0.06%,Small cap Fund
Tarsons Products Ltd.,Equity,0.06%,Small cap Fund
Laurus Labs Ltd.,Equity,0.04%,Small cap Fund
Yatharth Hospital & Trauma Care Services Ltd.,Equity,0.03%,Small cap Fund
Jupiter Life Line Hospitals Ltd.,Equity,0.03%,Small cap Fund
Cash Margin,Debt,0.02%,Small cap Fund
Current Assets,Others,-0.04%,Small cap Fund
CBLO(CCIL),Others,3.25%,Small cap Fund
Central Depository Services (India) Ltd.,Equity,3.23%,Small cap Fund
Global Health Ltd.,Equity,3.21%,Small cap Fund
RHI Magnesita India Ltd.,Equity,3.19%,Small cap Fund
Multi Commodity Exchange of India Ltd.,Equity,3.19%,Small cap Fund
C.E. Info Systems Ltd.,Equity,3.09%,Small cap Fund
Rainbow Childrens Medicare Ltd.,Equity,3.06%,Small cap Fund
Triveni Turbine Ltd.,Equity,2.95%,Small cap Fund
Sanofi India Ltd.,Equity,2.88%,Small cap Fund
Blue Star Ltd.,Equity,2.82%,Small cap Fund
360 ONE WAM LTD.(Erstwhile IIFL WEALTH MANAGEMENT LIMITED),Equity,2.77%,Small cap Fund
Ratnamani Metals & Tubes Ltd.,Equity,2.69%,Small cap Fund
Blue Dart Express Ltd.,Equity,2.55%,Small cap Fund
KEI Industries Ltd.,Equity,2.32%,Small cap Fund
Indiamart Intermesh Ltd.,Equity,2.31%,Small cap Fund
CSB Bank Ltd. (Formerly The Catholic Syrian Bank Ltd.),Equity,2.30%,Small cap Fund
Equitas Small Finance Bank Ltd.,Equity,2.29%,Small cap Fund
Go Fashion (India) Ltd.,Equity,2.22%,Small cap Fund
Happiest Minds Technologies Ltd.,Equity,2.17%,Small cap Fund
Aavas Financiers Ltd. (Erstwhile A U Housing Finance),Equity,2.15%,Small cap Fund
Poonawalla Fincorp Ltd. (Erstwhile Magma Fincorp Ltd.),Equity,1.89%,Small cap Fund
Eureka Forbes Ltd.,Equity,1.88%,Small cap Fund
JB Chemicals & Pharmaceuticals Ltd.,Equity,1.88%,Small cap Fund
KEC International Ltd.,Equity,1.84%,Small cap Fund
Ccl Products (India) Ltd.,Equity,1.83%,Small cap Fund
ZF Commercial Vehicle Control Systems India Ltd.,Equity,1.81%,Small cap Fund
Dixon Technologies (India) Ltd.,Equity,1.80%,Small cap Fund
CreditAccess Grameen Ltd.,Equity,1.77%,Small cap Fund
Tube Investments Of India Ltd.,Equity,1.68%,Small cap Fund
Bharat Rasayan Ltd.,Equity,1.67%,Small cap Fund
Aptus Value Housing Finance India Ltd.,Equity,1.66%,Small cap Fund
MM Forgings Ltd.,Equity,1.62%,Small cap Fund
Teamlease Services Ltd.,Equity,1.59%,Small cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,1.55%,Small cap Fund
MTAR Technologies Ltd.,Equity,1.52%,Small cap Fund
Neogen Chemicals Ltd.,Equity,1.41%,Small cap Fund
JK Lakshmi Cement Ltd.,Equity,1.36%,Small cap Fund
SAI Silks (Kalamandir) Ltd.,Equity,1.35%,Small cap Fund
Bikaji Foods International Ltd.,Equity,1.32%,Small cap Fund
Landmark Cars Ltd.,Equity,1.26%,Small cap Fund
Timken India Ltd.,Equity,1.26%,Small cap Fund
Vinati Organics Ltd.,Equity,1.17%,Small cap Fund
Aether Industries Ltd.,Equity,1.15%,Small cap Fund
Kirloskar Pneumatic Company Ltd.,Equity,1.11%,Small cap Fund
Cello World Ltd.,Equity,1.03%,Small cap Fund
Home First Finance Company India Ltd.,Equity,0.99%,Small cap Fund
Sapphire Foods India Ltd.,Equity,0.98%,Small cap Fund
Greenply Industries Ltd.,Equity,0.95%,Small cap Fund
Tatva Chintan Pharma Chem Ltd.,Equity,0.95%,Small cap Fund
Clean Science & Technology Ltd.,Equity,0.72%,Small cap Fund
Motherson Sumi Wiring India Ltd.,Equity,0.65%,Small cap Fund
Net Receivables/(Payable),Others,0.50%,Small cap Fund
Oriental Aromatics Ltd.,Equity,0.46%,Small cap Fund
Treasury Bill (364D),Others,0.44%,Small cap Fund
R R Kabel Ltd.,Equity,0.22%,Small cap Fund
Data Patterns (India) Ltd.,Equity,0.06%,Small cap Fund
Triparty Repo,Others,8.58%,Small cap Fund
Reliance Industries Ltd.,Equity,5.88%,Small cap Fund
BSE Ltd.,Equity,3.76%,Small cap Fund
Reliance Industries Ltd.,Equity,3.69%,Small cap Fund
Jio Financial Services Ltd.,Equity,3.69%,Small cap Fund
Bikaji Foods International Ltd.,Equity,3.12%,Small cap Fund
IRB Infrastructure Developers Ltd.,Equity,3.03%,Small cap Fund
Hindustan Copper Ltd.,Equity,2.74%,Small cap Fund
Arvind Ltd.,Equity,2.70%,Small cap Fund
Adani Power Ltd.,Equity,2.60%,Small cap Fund
Punjab National Bank,Equity,1.94%,Small cap Fund
RBL Bank Ltd.,Equity,1.90%,Small cap Fund
Marksans Pharma Ltd.,Equity,1.88%,Small cap Fund
Minda Corporation Ltd.,Equity,1.84%,Small cap Fund
Usha Martin Ltd.,Equity,1.81%,Small cap Fund
Century Textiles & Industries Ltd.,Equity,1.81%,Small cap Fund
Anand Rathi Wealth Ltd.,Equity,1.77%,Small cap Fund
Aegis Logistics Ltd.,Equity,1.75%,Small cap Fund
Karnataka Bank Ltd.,Equity,1.74%,Small cap Fund
HEG Ltd.,Equity,1.57%,Small cap Fund
Railtel Corporation Of India Ltd.,Equity,1.54%,Small cap Fund
HFCL Ltd.,Equity,1.54%,Small cap Fund
Shipping Corporation of India Ltd.,Equity,1.47%,Small cap Fund
Delta Corp Ltd.,Equity,1.46%,Small cap Fund
Sula Vineyards Ltd.,Equity,1.41%,Small cap Fund
Hindalco Industries Ltd.,Equity,1.41%,Small cap Fund
Just Dial Ltd.,Equity,1.38%,Small cap Fund
SJVN Ltd.,Equity,1.30%,Small cap Fund
Graphite India Ltd.,Equity,1.20%,Small cap Fund
Piramal Pharma Ltd.,Equity,1.15%,Small cap Fund
TV18 Broadcast Ltd.,Equity,1.09%,Small cap Fund
Man Infraconstruction Ltd.,Equity,1.06%,Small cap Fund
The Jammu & Kashmir Bank Ltd.,Equity,1.06%,Small cap Fund
Strides Pharma Science Ltd.,Equity,1.05%,Small cap Fund
Sequent Scientific Ltd.,Equity,1.01%,Small cap Fund
Anupam Rasayan India Ltd.,Equity,0.99%,Small cap Fund
TVS Srichakra Ltd.,Equity,0.98%,Small cap Fund
GAIL (India) Ltd.,Equity,0.96%,Small cap Fund
Aurobindo Pharma Ltd.,Equity,0.95%,Small cap Fund
Jindal Steel & Power Ltd.,Equity,0.93%,Small cap Fund
J M Financial Ltd.,Equity,0.90%,Small cap Fund
Nitin Spinners Ltd.,Equity,0.87%,Small cap Fund
Granules India Ltd.,Equity,0.87%,Small cap Fund
Archean Chemical Industries Ltd.,Equity,0.81%,Small cap Fund
Adani Enterprises Ltd.,Equity,0.80%,Small cap Fund
Treasury Bill (91D),Others,0.80%,Small cap Fund
Poly Medicure Ltd.,Equity,0.80%,Small cap Fund
E.I.D. Parry India Ltd.,Equity,0.79%,Small cap Fund
Orchid Pharma Ltd.,Equity,0.78%,Small cap Fund
RBL Bank Ltd.,Equity,0.78%,Small cap Fund
Restaurant Brands Asia Ltd.,Equity,0.76%,Small cap Fund
Treasury Bill (91D),Others,0.76%,Small cap Fund
Treasury Bill (91D),Others,0.71%,Small cap Fund
Orissa Minerals Development Company Ltd.,Equity,0.70%,Small cap Fund
RITES Ltd.,Equity,0.69%,Small cap Fund
Garware Hi-Tech Films Ltd.,Equity,0.68%,Small cap Fund
Aurobindo Pharma Ltd.,Equity,0.64%,Small cap Fund
Rishabh Instruments Ltd.,Equity,0.63%,Small cap Fund
Neogen Chemicals Ltd.,Equity,0.58%,Small cap Fund
Neuland Laboratories Ltd.,Equity,0.57%,Small cap Fund
Metropolis Healthcare Ltd.,Equity,0.55%,Small cap Fund
Keystone Realtors Ltd,Equity,0.54%,Small cap Fund
Grasim Industries Ltd.,Equity,0.49%,Small cap Fund
Jash Engineering Ltd.,Equity,0.48%,Small cap Fund
Treasury Bill (182D),Others,0.44%,Small cap Fund
Indoco Remedies Ltd.,Equity,0.44%,Small cap Fund
Cipla Ltd.,Equity,0.42%,Small cap Fund
Treasury Bill (91D),Others,0.40%,Small cap Fund
Best Agrolife Ltd.,Equity,0.39%,Small cap Fund
Indian Energy Exchange Ltd.,Equity,0.39%,Small cap Fund
Engineers India Ltd.,Equity,0.36%,Small cap Fund
NCC Ltd.,Equity,0.34%,Small cap Fund
Aster DM Healthcare Ltd.,Equity,0.33%,Small cap Fund
Latent View Analytics Ltd.,Equity,0.33%,Small cap Fund
Pix Transmission Ltd.,Equity,0.32%,Small cap Fund
KSB Ltd.,Equity,0.32%,Small cap Fund
HP Adhesives Limited,Equity,0.31%,Small cap Fund
Vardhman Textiles Ltd.,Equity,0.30%,Small cap Fund
Ambuja Cements Ltd.,Equity,0.28%,Small cap Fund
EPL Ltd. (Erstwhile Essel Propack Ltd.),Equity,0.26%,Small cap Fund
One 97 Communications Ltd.,Equity,0.23%,Small cap Fund
Confidence Petroleum Ltd.,Equity,0.23%,Small cap Fund
AGI Greenpac Ltd.,Equity,0.22%,Small cap Fund
Primo Chemicals Ltd.,Equity,0.20%,Small cap Fund
S.P. Apparels Ltd.,Equity,0.18%,Small cap Fund
Indian Hume Pipe Company Ltd.,Equity,0.17%,Small cap Fund
Taj G V K Hotels & Resorts Ltd.,Equity,0.16%,Small cap Fund
Lupin Ltd.,Equity,0.16%,Small cap Fund
Sun Pharma Advanced Research Company Ltd.,Equity,0.15%,Small cap Fund
Orient Paper & Industries Ltd.,Equity,0.14%,Small cap Fund
Bharat Rasayan Ltd.,Equity,0.13%,Small cap Fund
NACL Industries Ltd.,Equity,0.12%,Small cap Fund
IRM Energy Ltd.,Equity,0.12%,Small cap Fund
Vimta Labs Ltd.,Equity,0.12%,Small cap Fund
FDC Ltd.,Equity,0.10%,Small cap Fund
Treasury Bill (91D),Others,0.09%,Small cap Fund
West Coast Paper Mills Ltd.,Equity,0.06%,Small cap Fund
Nahar Spinning Mills Ltd.,Equity,0.06%,Small cap Fund
MMTC Ltd.,Equity,0.04%,Small cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,0.03%,Small cap Fund
Brooks Laboratories Ltd.,Equity,0.02%,Small cap Fund
QUANT Mutual Fund (Quant Gilt Fund - Direct - Growth),Debt,0.00%,Small cap Fund
Current Assets,Others,-7.11%,Small cap Fund
Triparty Repo,Others,58.43%,Small cap Fund
Net Receivables/(Payable),Others,4.08%,Small cap Fund
Equitas Small Finance Bank Ltd.,Equity,2.41%,Small cap Fund
Birlasoft Ltd.,Equity,2.22%,Small cap Fund
Crompton Greaves Consumer Electrcials Ltd.,Equity,2.19%,Small cap Fund
CSB Bank Ltd. (Formerly The Catholic Syrian Bank Ltd.),Equity,2.16%,Small cap Fund
Gujarat State Petronet Ltd.,Equity,2.11%,Small cap Fund
Karur Vysya Bank Ltd.,Equity,2.02%,Small cap Fund
Ujjivan Financial Services Ltd.,Equity,1.97%,Small cap Fund
Teamlease Services Ltd.,Equity,1.97%,Small cap Fund
Nuvoco Vistas Corporation Ltd.,Equity,1.96%,Small cap Fund
CMS Info Systems Ltd.,Equity,1.85%,Small cap Fund
IDFC Ltd.,Equity,1.85%,Small cap Fund
Canfin Homes Ltd.,Equity,1.83%,Small cap Fund
Sansera Engineering Ltd.,Equity,1.75%,Small cap Fund
Mastek Ltd.,Equity,1.71%,Small cap Fund
Carysil Ltd.,Equity,1.68%,Small cap Fund
PVR INOX Ltd.,Equity,1.44%,Small cap Fund
UTI Asset Management Company Ltd.,Equity,1.42%,Small cap Fund
Genus Power Infrastructures Ltd.,Equity,1.26%,Small cap Fund
Ccl Products (India) Ltd.,Equity,1.25%,Small cap Fund
Cyient Ltd.,Equity,1.19%,Small cap Fund
MPS Ltd.,Equity,0.78%,Small cap Fund
Indian Renewable Energy Development Agency (Ireda),Equity,0.47%,Small cap Fund
Triparty Repo,Others,15.73%,Small cap Fund
Nifty,Equity,9.74%,Small cap Fund
Blue Star Ltd.,Equity,4.11%,Small cap Fund
SBFC Finance Ltd.,Equity,2.75%,Small cap Fund
CMS Info Systems Ltd.,Equity,2.65%,Small cap Fund
Kalpataru Projects International Ltd.,Equity,2.61%,Small cap Fund
Carborundum Universal Ltd.,Equity,2.57%,Small cap Fund
Chalet Hotels Ltd.,Equity,2.50%,Small cap Fund
SJVN Ltd.,Equity,2.50%,Small cap Fund
Lemon Tree Hotels Ltd.,Equity,2.50%,Small cap Fund
Esab India Ltd.,Equity,2.33%,Small cap Fund
Elgi Equipments Ltd.,Equity,2.32%,Small cap Fund
Chemplast Sanmar Ltd.,Equity,2.26%,Small cap Fund
V-Guard Industries Ltd.,Equity,2.24%,Small cap Fund
Other Margin,Debt,2.18%,Small cap Fund
Finolex Industries Ltd.,Equity,2.11%,Small cap Fund
Krishna Institute of Medical Sciences Ltd.,Equity,2.11%,Small cap Fund
Vedant Fashions Pvt. Ltd.,Equity,2.10%,Small cap Fund
Triveni Turbine Ltd.,Equity,2.06%,Small cap Fund
Go Fashion (India) Ltd.,Equity,2.01%,Small cap Fund
TTK Prestige Ltd.,Equity,1.99%,Small cap Fund
CSB Bank Ltd. (Formerly The Catholic Syrian Bank Ltd.),Equity,1.86%,Small cap Fund
ZF Commercial Vehicle Control Systems India Ltd.,Equity,1.80%,Small cap Fund
PVR INOX Ltd.,Equity,1.78%,Small cap Fund
Westlife Foodworld Ltd.,Equity,1.73%,Small cap Fund
LIC Housing Finance Ltd.,Equity,1.65%,Small cap Fund
Ahluwalia Contracts Ltd.,Equity,1.61%,Small cap Fund
Sheela Foam Ltd.,Equity,1.58%,Small cap Fund
GE T&D India Ltd.,Equity,1.57%,Small cap Fund
City Union Bank Ltd.,Equity,1.53%,Small cap Fund
Hatsun Agro Product Ltd.,Equity,1.40%,Small cap Fund
Ratnamani Metals & Tubes Ltd.,Equity,1.39%,Small cap Fund
Grindwell Norton Ltd.,Equity,1.32%,Small cap Fund
Dodla Dairy Ltd.,Equity,1.31%,Small cap Fund
Fine Organic Industries Ltd.,Equity,1.29%,Small cap Fund
Brigade Enterprises Ltd.,Equity,1.22%,Small cap Fund
Rajratan Global Wire Ltd.,Equity,1.22%,Small cap Fund
G R Infraprojects Ltd.,Equity,1.22%,Small cap Fund
Hawkins Cooker Ltd.,Equity,1.20%,Small cap Fund
Navin Fluorine International Ltd.,Equity,1.13%,Small cap Fund
Archean Chemical Industries Ltd.,Equity,1.12%,Small cap Fund
Star Cement Ltd.,Equity,1.01%,Small cap Fund
VST Industries Ltd.,Equity,0.99%,Small cap Fund
KNR Constructions Ltd.,Equity,0.98%,Small cap Fund
Indian Energy Exchange Ltd.,Equity,0.96%,Small cap Fund
Relaxo Footwears Ltd.,Equity,0.72%,Small cap Fund
Thangamayil Jewellery Ltd.,Equity,0.69%,Small cap Fund
Divi Laboratories Ltd.,Equity,0.64%,Small cap Fund
Rossari Biotech Ltd.,Equity,0.64%,Small cap Fund
Anand Rathi Wealth Ltd.,Equity,0.63%,Small cap Fund
V-Mart Retail Ltd.,Equity,0.57%,Small cap Fund
Gujarat State Petronet Ltd.,Equity,0.56%,Small cap Fund
Nuvoco Vistas Corporation Ltd.,Equity,0.53%,Small cap Fund
Zydus Wellness Ltd.,Equity,0.38%,Small cap Fund
SAI Silks (Kalamandir) Ltd.,Equity,0.14%,Small cap Fund
Graphite India Ltd.,Equity,0.14%,Small cap Fund
Shreno Ltd.,Equity,0.07%,Small cap Fund
Net Receivables/(Payable),Others,-0.20%,Small cap Fund
Derivative,Others,-9.74%,Small cap Fund
IDFC Ltd.,Equity,3.92%,Small cap Fund
Quess Corp Ltd.,Equity,3.78%,Small cap Fund
BASF India Ltd.,Equity,3.53%,Small cap Fund
Repo,Others,3.23%,Small cap Fund
Radico Khaitan Ltd.,Equity,3.13%,Small cap Fund
C.E. Info Systems Ltd.,Equity,2.82%,Small cap Fund
Elantas Beck India Ltd.,Equity,2.67%,Small cap Fund
Suven Pharmaceuticals Ltd.,Equity,2.57%,Small cap Fund
UTI Asset Management Company Ltd.,Equity,2.55%,Small cap Fund
Gokaldas Exports Ltd.,Equity,2.48%,Small cap Fund
Krsnaa Diagnostics Ltd.,Equity,2.43%,Small cap Fund
CIE Automotive India Ltd.,Equity,2.42%,Small cap Fund
Gujarat Pipavav Port Ltd.,Equity,2.41%,Small cap Fund
Keystone Realtors Ltd,Equity,2.37%,Small cap Fund
Redington (India) Ltd.,Equity,2.28%,Small cap Fund
KSB Ltd.,Equity,2.22%,Small cap Fund
Kirloskar Pneumatic Company Ltd.,Equity,2.02%,Small cap Fund
DCB Bank Ltd.,Equity,2.01%,Small cap Fund
Agro Tech Foods Ltd.,Equity,2.01%,Small cap Fund
Time Technoplast Ltd.,Equity,1.98%,Small cap Fund
Honda India Power Products Ltd.,Equity,1.95%,Small cap Fund
Wonderla Holidays Ltd.,Equity,1.95%,Small cap Fund
Healthcare Global Enterprises Ltd.,Equity,1.95%,Small cap Fund
Nippon Life India Asset Management Ltd.,Equity,1.92%,Small cap Fund
Cash,Others,1.83%,Small cap Fund
Netweb Technologies India Ltd.,Equity,1.83%,Small cap Fund
Allcargo Logistics Ltd.,Equity,1.77%,Small cap Fund
Greenply Industries Ltd.,Equity,1.69%,Small cap Fund
Samhi Hotels Ltd.,Equity,1.64%,Small cap Fund
NCC Ltd.,Equity,1.60%,Small cap Fund
Shoppers Stop Ltd.,Equity,1.55%,Small cap Fund
Carborundum Universal Ltd.,Equity,1.50%,Small cap Fund
Hikal Ltd.,Equity,1.47%,Small cap Fund
R R Kabel Ltd.,Equity,1.44%,Small cap Fund
Vesuvius India Ltd.,Equity,1.42%,Small cap Fund
Finolex Cables Ltd.,Equity,1.37%,Small cap Fund
Tube Investments Of India Ltd.,Equity,1.34%,Small cap Fund
Natco Pharma Ltd.,Equity,1.12%,Small cap Fund
Akzo Nobel India Ltd.,Equity,1.11%,Small cap Fund
MM Forgings Ltd.,Equity,1.09%,Small cap Fund
Transport Corporation Of India Ltd.,Equity,1.06%,Small cap Fund
Ask Automotive Ltd.,Equity,1.06%,Small cap Fund
Finolex Industries Ltd.,Equity,1.04%,Small cap Fund
Rallis India Ltd.,Equity,1.03%,Small cap Fund
Cera Sanitaryware Ltd.,Equity,0.99%,Small cap Fund
Eveready Industries India Ltd.,Equity,0.95%,Small cap Fund
Eureka Forbes Ltd.,Equity,0.91%,Small cap Fund
Graphite India Ltd.,Equity,0.82%,Small cap Fund
The Ramco Cements Ltd.,Equity,0.81%,Small cap Fund
PCBL Ltd. (Erstwhile Phillips Carbon Black Ltd.),Equity,0.79%,Small cap Fund
Ganesha Ecosphere Ltd.,Equity,0.79%,Small cap Fund
Ramco Industries Ltd.,Equity,0.77%,Small cap Fund
Kirloskar Ferrous Industries Ltd.,Equity,0.72%,Small cap Fund
Vardhman Special Steels Ltd.,Equity,0.68%,Small cap Fund
Devyani International Ltd.,Equity,0.55%,Small cap Fund
Gujarat State Petronet Ltd.,Equity,0.55%,Small cap Fund
Automotive Axles Ltd.,Equity,0.52%,Small cap Fund
S H Kelkar & Company Ltd.,Equity,0.41%,Small cap Fund
Fine Organic Industries Ltd.,Equity,0.33%,Small cap Fund
Transindia Real Estate Ltd.,Equity,0.23%,Small cap Fund
Allcargo Terminals Ltd.,Equity,0.22%,Small cap Fund
VST Industries Ltd.,Equity,0.18%,Small cap Fund
