Name,CMP  Rs.,P/E,Mar Cap  Rs.Cr.,Div Yld  %,NP Qtr  Rs.Cr.,Qtr Profit Var  %,Sales Qtr  Rs.Cr.,Qtr Sales Var  %,ROCE  %,Sector,CMP / BV,ROA 12M  %,Debt / Eq,ROE  %,Prom. Hold.  %,Earnings Yield  %,Pledged  %,Ind PE,EV  Rs.Cr.,No. Eq. Shares  Cr.,B.V.  Rs.,Inven TO,Quick Rat,Export  %,Piotski Scr,G Factor,Asset Turnover,Leverage,Unpledged Prom Hold  %,ROIC  %,Debtor days,Ind PBV,Credit Rate,WC Days,BEP  %,Graham's Number  Rs.,Cash Cycle,Days Payable,Days Receivable,Inventory Days,Public Hold  %,FII Hold  %,Chg in FII Hold  %,DII Hold  %,Chg in DII Hold  %,Symbol
Medplus Health,833.1,198.03,9939.36,0.0,3.77,17.81,1284.3,29.25,5.63,Retail,6.67,1.86,0.6,3.42,40.43,1.27,50.53,80.72,10555.44,11.93,124.99,3.46,0.71,0.0,5,4,1.69,1.81,20.0,5.81,0.69,3.74,,65.59,4.78,108.94,91.38,26.69,0.69,117.38,26.42,4.87,0.39,28.13,-0.03,NSE : MEDPLUS
Shoppers Stop,724.6,72.97,7961.5,0.0,14.49,-36.53,993.61,4.76,15.31,Retail,38.56,2.71,11.53,80.74,65.46,3.5,9.86,72.97,10304.88,10.99,18.79,1.95,0.16,0.0,8,3,0.96,20.35,59.01,13.67,2.67,2.45,,-16.46,7.84,64.44,-48.86,286.64,2.67,235.11,6.34,6.83,0.01,21.37,0.56,NSE : SHOPERSTOP
Electronics Mart,138.75,37.49,5338.39,0.0,60.26,48.2,1689.07,19.92,12.0,Retail,4.51,5.43,1.21,13.79,77.97,4.43,0.0,80.72,6566.98,38.47,30.78,6.83,0.86,0.0,3,4,2.41,1.91,77.97,7.96,9.28,3.74,,75.65,10.79,51.83,67.38,1.91,9.28,60.01,7.67,3.44,0.06,10.92,0.56,NSE : EMIL
V-Mart Retail,2254.7,,4458.1,0.03,-21.95,-207.33,678.52,15.42,5.17,Retail,5.25,-0.42,1.57,-1.18,44.34,0.96,0.0,80.72,5769.61,1.98,429.38,2.19,0.23,0.0,3,3,1.02,2.85,44.34,3.15,0.0,3.74,,71.04,2.02,,87.37,111.6,0.0,198.97,9.86,14.82,0.65,30.97,-0.85,NSE : VMART
Ethos Ltd,1654.85,59.32,3863.95,0.0,17.99,42.44,230.02,32.53,16.4,Retail,6.12,8.62,0.19,13.86,63.82,2.67,0.0,80.72,3759.99,2.33,270.32,1.85,1.96,0.0,5,5,1.14,1.1,63.82,9.98,2.86,3.74,,131.32,11.42,411.93,164.96,65.77,2.86,227.88,19.17,6.49,-0.85,10.51,0.76,NSE : ETHOSLTD
Rajnish Wellness,13.73,4587.48,1055.12,0.0,0.55,-19.12,8.51,85.81,0.89,Retail,7.86,0.48,0.06,0.61,16.24,0.06,0.0,80.72,1060.17,76.85,1.75,7.9,8.54,0.0,2,3,0.37,0.81,16.24,-1.32,294.42,3.74,,1350.49,0.67,0.34,298.53,55.12,294.42,59.23,83.77,0.0,-0.08,0.0,0.0,BSE: 541601
Spencer's Retail,61.4,,553.41,0.0,-64.14,-90.72,570.17,-8.19,-8.23,Retail,,-13.17,17.27,,58.81,-6.29,0.0,80.72,1876.38,9.01,-16.69,7.69,0.09,0.0,3,2,1.54,-10.62,58.81,-8.87,2.94,3.74,,-11.2,-7.25,,-11.79,64.0,2.94,49.27,30.21,8.45,0.1,2.37,0.0,NSE : SPENCERS
Mazagon Dock,1887.05,33.32,38059.91,0.48,286.62,32.07,2172.76,-2.58,38.2,Ship Building,9.11,3.69,0.0,28.61,84.83,6.17,0.0,40.0,24779.53,20.17,207.13,0.59,0.78,0.0,8,5,0.27,6.96,84.83,36.21,46.74,6.22,,-528.6,5.29,513.76,284.34,366.39,46.74,603.99,11.31,3.29,0.0,0.56,0.26,NSE : MAZDOCK
Cochin Shipyard,908.5,34.46,11950.44,1.54,109.41,123.7,444.14,1.01,8.5,Ship Building,2.7,3.16,0.13,6.57,72.86,6.33,0.0,40.0,7845.71,13.15,336.28,3.38,1.32,0.0,5,3,0.26,2.06,72.86,11.05,51.72,6.22,,-401.81,5.01,476.66,98.84,68.86,51.72,115.99,18.19,5.73,-0.55,3.21,-0.57,NSE : COCHINSHIP
Garden Reach Sh.,815.75,36.7,9344.58,0.76,76.68,52.81,755.9,30.38,20.3,Ship Building,6.61,2.38,0.22,16.43,74.5,6.63,0.0,40.0,5328.88,11.46,123.42,0.79,0.73,0.0,7,5,0.28,6.52,74.5,18.35,7.25,6.22,,-512.68,3.28,248.45,403.84,265.78,7.25,662.38,14.93,3.11,0.43,7.46,-0.45,NSE : GRSE
Knowledge Marine,1740.35,39.95,1879.75,0.0,23.36,,78.82,,89.07,Ship Building,14.03,50.38,0.18,99.32,67.09,3.56,0.0,40.0,1847.9,1.08,124.06,0.0,2.02,0.0,4,4,2.15,1.98,67.09,67.44,7.14,6.22,,-4.69,31.46,348.71,7.14,,7.14,,32.33,0.58,-0.04,0.0,0.0,BSE: 543273
Hariyana Ship,81.96,55.57,50.57,0.0,-3.47,-1635.0,56.46,665.04,5.13,Ship Building,0.36,1.82,0.16,2.99,74.95,8.13,0.0,40.0,63.1,0.62,230.24,1.08,0.33,0.0,3,5,0.24,1.61,74.95,14.46,4.73,6.22,,123.13,1.95,87.43,-58.63,687.27,4.73,623.92,25.05,0.0,0.0,0.0,0.0,BSE: 526931
Inducto Steel,37.13,,14.93,0.0,-0.7,-341.38,17.74,-42.25,3.52,Ship Building,0.35,0.82,0.36,1.36,69.32,8.5,43.28,40.0,24.35,0.4,107.16,5.84,0.64,0.0,3,5,1.27,1.65,39.32,5.01,9.65,6.22,,49.96,3.48,,47.04,0.0,9.65,37.39,30.67,0.0,0.0,0.0,0.0,BSE: 532001
Garware Marine,9.01,260.0,5.2,0.0,0.0,-100.0,0.2,-37.5,1.26,Ship Building,0.66,1.22,0.0,1.26,37.72,0.39,0.0,40.0,5.14,0.58,13.72,,16.16,0.0,5,0,0.12,1.25,37.72,2.54,1373.24,6.22,,1388.2,0.24,3.27,1373.24,,1373.24,,59.84,0.0,0.0,0.0,0.0,BSE: 509563
GE Shipping Co,768.2,4.25,10967.37,3.75,576.27,14.48,1283.69,-6.03,20.87,Shipping,1.07,16.86,0.36,26.84,30.07,26.79,0.0,6.35,10817.41,14.28,719.73,2.82,3.33,0.0,9,5,0.39,1.42,30.07,22.04,37.01,1.49,,23.2,19.06,1748.15,37.01,,37.01,,27.08,26.18,0.24,16.66,-0.38,NSE : GESHIP
S C I,129.3,6.97,6022.79,0.34,147.42,57.45,1200.11,-17.92,10.29,Shipping,0.95,7.45,0.41,13.32,63.75,11.95,0.0,6.35,8074.01,46.58,136.78,8.55,0.91,0.0,8,4,0.54,1.68,63.75,11.1,64.14,1.49,,17.01,8.85,238.92,64.14,,64.14,,26.36,2.89,-0.34,7.01,0.0,NSE : SCI
SEAMEC Ltd,638.0,44.72,1622.12,0.16,25.9,13.02,211.57,68.72,3.36,Shipping,2.05,2.86,0.18,3.72,72.04,2.51,0.0,6.35,1606.25,2.54,310.85,1.21,1.32,0.0,5,1,0.43,1.29,72.04,3.87,88.37,1.49,,36.26,3.79,314.6,88.37,,88.37,,25.29,2.65,-0.19,0.0,-0.01,NSE : SEAMECLTD
Shreyas Shipping,338.3,5.96,742.91,0.44,1.31,-98.22,70.68,-52.92,18.79,Shipping,0.91,16.23,0.61,25.45,70.44,12.47,0.0,6.35,1213.95,2.2,372.89,0.0,1.05,0.0,5,5,0.43,1.39,70.44,17.23,4.69,1.49,,79.15,11.15,690.14,4.69,,4.69,,29.39,0.17,-0.17,0.0,0.0,NSE : SHREYAS
Essar Shipping,14.0,4.16,289.77,0.0,26.13,129.18,10.89,-30.5,,Shipping,,-0.89,,,74.37,3.99,0.0,6.35,2968.32,20.7,-132.48,0.0,0.29,0.0,7,3,0.05,-0.4,74.37,242.97,79.05,1.49,,-264.89,11.32,,79.05,,79.05,,25.6,0.0,0.0,0.03,0.0,NSE : ESSARSHPNG
Seacoast Ship.,2.66,8.81,143.29,0.0,4.99,-50.05,99.73,7.17,38.41,Shipping,2.31,9.91,0.46,36.12,44.55,15.07,0.0,6.35,171.65,53.87,1.15,,1.9,0.0,5,5,2.15,3.22,44.55,23.49,127.68,1.49,,76.73,17.01,2.8,127.68,,127.68,0.0,55.44,0.0,0.0,0.0,0.0,BSE: 542753
Global Offshore,42.3,,104.61,0.0,-14.65,26.68,12.83,-36.01,-13.74,Shipping,2.2,-13.37,3.3,,33.28,-19.01,0.0,6.35,254.69,2.47,19.2,0.0,0.12,0.0,6,2,0.13,8.38,33.28,-27.54,77.06,1.49,,-281.64,-19.39,242.9,77.06,,77.06,,61.52,1.97,0.39,3.21,-0.79,BSE: 501848
Chowgule Steam,14.33,578.11,52.03,0.0,4.68,221.43,0.81,,,Shipping,,-2.49,,,71.73,0.62,0.0,6.35,62.53,3.63,-16.84,,0.2,0.0,2,1,0.0,-0.76,71.73,,,1.49,,,0.86,,,,,,28.21,0.0,0.0,0.06,0.0,BSE: 501833
Shahi Shipping,4.72,7.95,6.84,0.0,-0.06,88.46,2.51,46.78,5.86,Shipping,2.09,2.08,2.74,13.33,73.11,7.31,0.0,6.35,15.46,1.45,2.26,,0.53,0.0,8,5,0.55,6.0,73.11,15.5,74.74,1.49,,-93.18,5.82,5.5,74.74,,74.74,,26.9,0.0,0.0,0.0,0.0,BSE: 526508
JSW Steel,806.4,38.07,194924.66,0.42,2428.0,179.0,42213.0,10.84,8.41,Steel,2.97,1.84,1.23,5.64,45.4,5.77,15.03,23.12,255030.66,241.72,271.78,3.31,0.5,0.0,5,3,0.82,3.1,38.58,7.34,15.69,2.22,,-11.52,6.98,377.86,-4.13,149.4,15.69,129.58,17.99,25.98,-0.03,9.59,0.12,NSE : JSWSTEEL
Tata Steel,127.05,75.76,155274.57,2.83,524.85,-93.27,59489.66,-6.21,12.79,Steel,1.51,2.79,0.82,7.28,33.91,6.58,1.55,23.12,226810.36,1222.15,84.34,2.38,0.29,0.0,3,4,0.86,2.75,33.38,6.69,12.38,2.22,,0.03,5.23,50.32,65.84,121.95,12.38,175.4,24.7,20.28,-0.34,20.96,0.28,NSE : TATASTEEL
Jindal Steel,701.1,33.61,71518.38,0.29,1691.8,20.64,12588.34,-3.5,14.42,Steel,1.85,6.75,0.34,10.6,61.19,8.18,34.26,20.67,79847.86,102.01,379.44,4.91,0.57,0.0,5,4,0.73,1.89,40.23,11.43,6.68,2.73,,-1.66,9.41,489.92,24.22,69.47,6.68,87.0,9.86,12.71,-0.71,14.74,0.84,NSE : JINDALSTEL
APL Apollo Tubes,1729.5,67.1,47964.36,0.29,193.62,60.45,4544.9,32.17,26.9,Steel,15.96,12.47,0.29,23.5,30.62,2.16,0.0,23.12,48484.9,27.73,108.38,12.23,0.49,0.0,3,6,3.14,1.71,30.62,20.23,3.1,2.22,,11.06,17.87,253.53,0.05,41.58,3.1,38.53,31.59,25.07,-0.64,12.73,1.65,NSE : APLAPOLLO
S A I L,96.95,28.8,40045.44,1.03,212.48,-73.59,24359.1,1.38,5.95,Steel,0.73,1.58,0.56,3.64,65.0,5.91,0.0,23.12,70268.23,413.05,132.54,2.18,0.21,0.0,4,3,0.83,2.29,65.0,4.05,18.84,2.22,,44.27,3.18,106.96,134.42,91.8,18.84,207.38,17.56,3.82,-0.87,13.63,1.23,NSE : SAIL
Jindal Stain.,463.65,18.15,38178.54,0.32,737.58,48.09,10183.96,25.44,25.53,Steel,3.2,9.92,0.33,24.35,57.94,7.7,77.54,23.12,41205.9,82.34,144.9,4.22,0.61,0.0,5,7,1.7,1.76,13.01,15.28,37.4,2.22,,44.24,11.69,317.15,45.95,116.65,37.4,125.19,13.85,22.2,0.28,6.01,-0.14,NSE : JSL
Lloyds Metals,548.35,23.34,24391.94,0.09,403.25,52.7,1965.52,133.25,81.99,Steel,15.95,63.84,0.0,90.48,65.75,4.69,20.93,20.67,24131.77,44.48,34.37,2.5,1.36,0.0,5,6,2.35,0.93,51.99,64.7,2.67,2.73,,18.9,55.9,134.79,134.59,50.36,2.67,182.29,34.09,0.14,-0.05,0.0,0.0,NSE : LLOYDSME
Ratnamani Metals,2593.7,32.61,18179.76,0.46,134.86,54.16,1174.93,20.28,27.64,Steel,6.98,15.2,0.09,21.05,59.77,4.32,0.0,19.08,18382.63,7.01,371.5,2.55,1.32,0.0,6,5,1.33,1.29,59.77,18.94,82.33,2.19,,136.31,21.02,815.38,191.99,46.37,82.33,156.03,10.99,12.79,0.02,16.45,0.06,NSE : RATNAMANI
Shyam Metalics,481.0,18.32,12269.38,0.37,235.2,-43.17,3306.81,2.59,15.41,Steel,1.71,8.63,0.16,13.03,88.35,6.94,0.0,19.08,13258.02,25.51,280.79,4.51,0.53,0.0,5,4,1.29,1.37,88.35,20.22,17.49,2.19,,41.81,8.22,410.43,45.16,62.1,17.49,89.77,7.84,0.65,0.0,3.17,0.03,NSE : SHYAMMETL
Jindal Saw,360.7,16.24,11533.53,0.83,243.48,1654.79,4410.03,26.79,10.55,Steel,1.46,2.71,0.62,6.09,63.26,10.62,0.0,23.12,16242.25,31.98,247.74,3.04,0.6,0.0,8,5,1.04,2.16,63.26,7.71,72.78,2.22,,73.67,9.66,394.02,108.64,98.01,72.78,133.86,19.05,15.92,0.98,1.18,-0.02,NSE : JINDALSAW
Magadh Sugar,526.7,11.29,742.21,1.33,15.54,19325.0,300.71,22.39,8.76,Sugar,1.16,3.65,0.91,8.14,61.02,9.83,0.0,14.42,1324.44,1.41,453.72,1.31,0.08,0.0,8,5,0.69,2.16,61.02,5.52,13.22,1.27,,184.52,9.25,690.01,263.85,58.06,13.22,308.68,38.93,0.05,-0.02,0.01,-0.1,NSE : MAGADSUGAR
Kothari Sugars,55.1,13.53,456.72,1.81,17.9,-21.73,162.96,3.53,17.63,Sugar,1.77,8.61,0.15,14.93,73.53,10.04,0.0,14.42,494.96,8.29,31.07,3.28,0.33,0.0,7,5,1.47,1.61,73.53,16.76,16.93,1.27,,46.71,11.49,55.83,60.53,72.95,16.93,116.54,,,,,,NSE : KOTARISUG
Zuari Industries,143.85,91.15,428.4,0.7,-48.61,-119.1,191.0,-18.39,10.76,Sugar,0.18,5.06,1.1,11.13,56.81,11.31,0.0,14.42,2433.14,2.98,804.19,0.54,0.82,0.0,6,2,0.16,2.52,56.81,23.57,30.57,1.27,,400.36,4.74,170.6,518.05,141.76,30.57,629.24,41.86,1.3,0.0,0.01,0.0,NSE : ZUARIIND
Rana Sugars,26.75,6.51,410.79,0.0,15.37,-1.66,499.94,16.98,13.7,Sugar,0.8,4.61,0.75,12.89,22.64,14.32,0.0,14.42,763.91,15.36,33.37,2.3,0.35,0.0,4,7,1.18,2.69,22.64,9.35,28.72,1.27,,70.55,7.48,55.56,73.86,124.05,28.72,169.19,75.7,0.0,-0.01,0.0,-0.1,NSE : RANASUG
Mawana Sugars,99.55,40.15,389.44,3.01,-15.62,-42.39,326.14,5.85,5.58,Sugar,1.01,1.31,1.0,3.56,63.49,5.26,0.0,14.42,733.31,3.91,98.25,1.74,0.14,0.0,6,3,1.42,2.71,63.49,5.25,8.02,1.27,,118.8,3.73,72.92,154.59,61.23,8.02,207.8,36.18,0.01,0.0,0.31,0.0,NSE : MAWANASUG
KCP Sugar &Inds.,32.55,4.3,369.07,0.31,30.68,641.09,95.84,30.08,12.54,Sugar,0.99,7.18,0.5,12.6,40.59,20.34,0.0,14.42,506.54,11.34,32.79,0.92,0.8,0.0,7,6,0.48,1.62,40.59,12.85,27.9,1.27,,360.13,16.41,76.21,413.5,24.91,27.9,410.51,59.4,0.0,-0.07,0.0,0.0,NSE - BE : KCPSUGIND
Sakthi Sugars,29.9,,355.36,0.0,80.56,1566.67,369.81,22.33,10.81,Sugar,,0.71,,,59.84,6.31,14.6,14.42,1202.09,11.88,-0.91,13.9,0.49,0.0,9,4,0.61,-160.69,51.1,11.95,2.68,1.27,,-65.33,4.55,,-26.13,59.64,2.68,30.83,39.32,0.02,0.01,0.04,0.0,NSE : SAKHTISUG
Vishwaraj Sugar,18.35,,344.58,0.54,-9.14,-46.01,141.71,-34.6,8.4,Sugar,1.4,-3.14,1.2,-8.71,33.69,7.91,0.0,14.42,634.01,18.78,13.12,1.36,0.52,0.0,5,3,0.82,2.93,33.69,-7.62,25.64,1.27,,200.66,8.17,,218.67,49.02,25.64,242.05,66.22,0.09,0.08,0.0,0.0,NSE : VISHWARAJ
Ponni Sug.Erode,398.8,8.01,342.97,1.63,6.66,208.33,97.73,15.7,11.68,Sugar,0.76,8.22,0.0,9.34,42.36,17.02,0.0,14.42,311.06,0.86,526.71,4.43,1.28,0.0,6,6,0.93,1.03,42.36,17.99,18.89,1.27,,54.02,10.29,768.41,77.42,47.74,18.89,106.26,34.32,23.27,-0.04,0.05,0.0,Not Found
KM Sugar Mills,31.4,9.02,288.88,0.64,12.19,260.65,251.17,83.35,8.84,Sugar,1.05,3.43,0.97,8.76,56.52,10.64,0.0,14.42,550.42,9.2,29.92,1.18,0.08,0.0,4,6,0.86,2.44,56.52,7.45,3.83,1.27,,144.3,8.33,48.4,192.19,109.8,3.83,298.17,43.48,0.0,0.0,0.0,0.0,NSE : KMSUGAR
Indus Towers,181.7,15.4,48967.0,6.05,1347.9,182.4,7075.9,2.59,11.33,Telecomm Equipment & Infra Services,2.32,4.44,0.91,9.71,69.0,8.59,30.5,20.41,68129.5,269.49,78.33,,1.03,0.0,5,5,0.6,2.24,47.95,9.71,62.61,2.52,,39.08,12.57,137.97,62.61,,62.61,,2.53,23.94,-2.68,4.51,2.04,NSE : INDUSTOWER
Tejas Networks,854.9,,14507.58,0.0,-26.29,-295.93,187.89,49.4,-1.2,Telecomm Equipment & Infra Services,4.84,-1.29,0.02,-1.62,55.97,-0.52,0.0,52.79,13815.59,16.97,176.57,1.23,4.12,0.0,3,3,0.32,0.96,55.97,-0.91,198.04,3.86,,493.31,-2.01,,423.17,195.96,198.04,421.09,29.21,10.91,0.42,3.89,-0.09,NSE : TEJASNET
Astra Microwave,392.1,67.71,3722.79,0.41,-6.74,-183.21,133.73,-17.49,17.09,Telecomm Equipment & Infra Services,5.28,6.89,0.29,11.36,6.54,2.85,0.0,52.79,3797.39,9.49,74.2,1.25,1.28,0.0,6,3,0.81,1.58,6.54,10.7,126.95,3.86,,261.95,10.25,103.49,389.81,32.27,126.95,295.12,80.58,3.03,0.71,9.86,9.79,NSE : ASTRAMICRO
Avantel,253.95,61.11,2059.28,0.08,8.69,72.76,68.9,155.28,37.08,Telecomm Equipment & Infra Services,18.41,22.76,0.27,30.72,40.1,2.47,0.0,52.79,2088.61,8.11,13.8,2.09,1.61,5.72,6,5,1.17,1.18,40.1,27.82,94.03,3.86,,223.67,33.55,35.91,333.58,17.39,94.03,256.94,59.88,0.0,0.0,0.03,0.03,BSE: 532406
NELCO,814.65,89.12,1859.03,0.25,5.73,21.4,78.8,-3.53,21.59,Telecomm Equipment & Infra Services,17.78,7.56,0.6,20.52,50.09,1.93,0.0,52.79,1905.49,2.28,45.82,2.73,1.02,0.0,9,3,1.19,2.51,50.09,18.09,96.38,3.86,,37.27,14.0,97.08,-74.88,324.4,96.38,153.13,45.28,4.34,-0.08,0.05,0.0,NSE : NELCO
GTL Infra.,0.75,,960.5,0.0,-102.5,63.34,352.62,-2.12,-42.83,Telecomm Equipment & Infra Services,,-25.04,,,3.28,-5.35,100.0,52.79,4971.09,1267.11,-3.58,0.0,0.1,0.0,4,3,0.3,-1.08,0.0,-42.83,32.73,3.86,,-967.14,-6.22,,32.73,,32.73,,51.13,0.13,-0.01,45.47,-0.47,NSE : GTLINFRA
Suyog Telematics,606.0,13.54,638.53,0.08,12.24,7.46,38.69,16.61,21.5,Telecomm Equipment & Infra Services,2.71,11.02,0.67,21.92,48.19,9.34,7.93,20.41,794.42,1.1,223.47,3.86,0.94,0.0,4,4,0.34,1.79,44.37,15.15,103.04,2.52,,118.95,15.46,475.62,-542.1,741.6,103.04,96.46,51.81,0.0,0.0,0.0,0.0,BSE: 537259
Frog Cellsat,248.7,22.22,382.38,0.0,2.99,,33.4,,26.68,Telecomm Equipment & Infra Services,3.31,15.06,0.0,19.53,73.49,6.71,0.0,52.79,362.25,1.54,75.1,2.4,3.02,0.0,5,4,1.16,0.99,73.49,24.56,76.41,3.86,,122.09,17.55,130.35,171.17,61.25,76.41,156.02,23.86,0.0,-2.22,1.75,0.99,NSE - SM : FROG
ADC India,720.15,57.61,331.27,0.56,-0.09,-103.85,44.24,32.97,21.8,Telecomm Equipment & Infra Services,6.37,10.6,0.0,15.99,72.02,2.58,65.0,52.79,305.51,0.46,113.0,6.57,1.81,0.0,4,4,1.85,1.48,25.21,17.7,50.65,3.86,,45.56,10.04,178.27,44.85,78.28,50.65,72.48,27.97,0.0,0.0,0.0,0.0,BSE: 523411
Valiant Commun.,284.2,71.25,205.19,0.0,0.89,387.1,9.66,84.35,6.96,Telecomm Equipment & Infra Services,6.23,4.51,0.06,5.26,46.38,1.97,0.0,52.79,199.63,0.72,45.6,0.97,2.32,65.23,8,5,0.85,1.13,46.38,5.1,42.53,3.86,,199.42,9.82,63.96,381.56,74.75,42.53,413.78,53.61,0.0,0.0,0.0,0.0,BSE: 526775
Bharti Airtel,865.95,45.56,502573.19,0.46,1520.2,149.18,37440.0,14.13,13.53,Telecomm-Service,6.29,3.17,2.93,12.05,54.97,5.52,0.0,45.91,712470.19,558.85,137.74,41.38,0.52,0.0,7,4,0.35,5.19,54.97,11.69,10.44,2.44,,-154.67,8.8,215.54,10.44,,10.44,,3.82,21.48,0.51,19.55,-0.23,NSE : BHARTIARTL
Tata Comm,1852.4,33.66,52793.4,1.13,381.75,-30.06,4771.36,10.69,23.96,Telecomm-Service,34.77,8.64,5.65,141.54,58.86,3.78,4.96,45.91,60307.47,28.5,53.27,3.2,0.5,0.0,7,1,0.89,13.22,55.94,24.14,55.96,2.44,,-61.4,11.1,262.14,55.96,,55.96,,9.88,17.18,0.19,14.07,0.05,NSE : TATACOMM
Vodafone Idea,10.0,,48679.69,0.0,-7840.0,-7.45,10655.5,2.36,,Telecomm-Service,,-14.64,,,50.36,-6.14,0.0,45.91,97235.29,4867.97,-15.28,627.27,0.23,0.0,3,2,0.21,-2.7,50.36,-4.5,18.73,2.44,,-203.89,-2.88,,18.73,,18.73,,13.44,2.29,0.01,0.73,0.19,NSE : IDEA
Tata Tele. Mah.,91.6,,17907.16,0.0,-301.18,-2.26,285.51,7.14,39.83,Telecomm-Service,,-89.16,,,74.36,1.03,0.0,45.91,35979.14,195.49,-97.47,,0.02,0.0,5,3,0.86,-0.07,74.36,62.51,36.19,2.44,,-62.42,30.63,,36.19,,36.19,,23.56,2.03,-0.13,0.05,0.01,Not Found
Railtel Corpn.,241.8,44.43,7760.29,1.05,38.39,48.51,467.61,24.08,16.24,Telecomm-Service,4.71,6.15,0.03,12.0,72.84,3.2,0.0,45.91,7529.43,32.09,51.38,46.62,1.36,0.0,7,2,0.63,1.88,72.84,14.29,194.88,2.44,,51.34,7.22,85.22,194.88,,194.88,,23.64,1.32,0.27,2.2,-1.92,NSE : RAILTEL
M T N L,25.2,,1587.6,0.0,-851.93,-30.45,199.48,-20.44,-7.17,Telecomm-Service,,-24.31,,,56.82,-2.21,0.0,45.91,29584.56,63.0,-331.03,0.34,0.47,0.0,4,0,0.08,-0.58,56.82,-7.84,229.15,2.44,,716.39,-5.63,,229.15,,229.15,,28.9,0.39,-0.08,13.89,0.0,NSE : MTNL
OnMobile Global,117.7,71.27,1250.04,1.27,9.85,138.59,137.06,1.43,1.95,Telecomm-Service,1.91,1.07,0.02,1.47,48.01,1.68,0.0,45.91,1177.04,10.62,61.75,,1.47,0.0,4,1,0.58,1.39,48.01,3.36,92.44,2.44,,22.16,2.18,40.25,92.44,,92.44,,51.48,0.5,-0.45,0.0,0.0,NSE : ONMOBILE
Reliance Communi,1.45,,401.0,0.0,-1965.0,66.18,100.0,-20.0,,Telecomm-Service,,-0.41,,,1.85,-0.17,0.0,45.91,47274.0,276.55,-270.8,0.0,0.32,0.0,4,2,0.01,-0.56,1.85,,219.46,2.44,,-17185.48,-0.22,,219.46,,219.46,,92.81,0.14,0.0,4.4,0.0,NSE - BE : RCOM
Nettlinx,92.95,152.87,224.72,0.22,1.82,1300.0,7.06,30.74,2.62,Telecomm-Service,5.48,-0.3,0.27,-0.07,60.78,1.51,0.52,45.91,233.75,2.42,16.97,0.06,2.29,0.0,1,4,0.33,1.65,60.47,-3.74,65.27,2.44,,222.81,5.29,15.44,65.27,,65.27,,39.21,0.0,,0.01,,BSE: 511658
GTL,7.6,,119.55,0.0,4.86,114.78,46.11,-2.31,,Telecomm-Service,,-18.14,,,14.3,0.34,97.86,45.91,6173.54,15.73,-396.19,,0.03,0.0,6,3,0.78,-0.04,0.31,,64.93,2.44,,-446.63,8.11,,64.93,,64.93,0.0,74.03,0.38,0.0,11.29,0.0,NSE : GTLINFRA
Grasim Inds,1811.5,18.33,119278.0,0.55,2576.35,-18.46,31065.19,10.78,12.51,Textiles,1.51,3.54,1.31,8.85,42.75,9.7,0.0,15.49,218591.99,65.84,1195.9,4.42,0.54,94.37,3,3,0.38,3.97,42.75,14.3,18.35,1.23,,33.22,6.3,1626.12,-17.06,215.55,18.35,180.13,27.82,12.29,-0.16,16.82,0.0,NSE : GRASIM
Raymond,2025.3,8.33,13483.18,0.15,1066.74,1228.11,1771.46,2.51,21.73,Textiles,4.65,7.86,0.87,22.89,49.1,13.43,21.86,29.77,15686.91,6.66,435.45,1.44,0.43,0.0,8,4,1.06,2.68,38.37,22.9,33.07,1.6,,55.28,25.73,1492.36,131.03,205.96,33.07,303.92,27.62,17.76,1.04,5.5,0.4,NSE : RAYMOND
Welspun India,123.45,36.73,12403.33,0.08,162.73,656.55,2184.05,11.59,6.25,Textiles,3.03,2.25,0.6,4.93,70.5,4.12,0.0,29.77,14683.78,100.47,40.69,2.29,0.92,0.0,6,3,0.9,2.2,70.5,4.09,43.31,1.6,,134.31,6.99,55.5,132.27,70.32,43.31,159.28,16.43,6.34,0.54,5.71,-0.01,Not Found
Vardhman Textile,391.7,18.8,11325.22,1.74,136.6,-58.53,2318.3,-17.55,11.66,Textiles,1.32,7.21,0.2,9.78,64.07,7.22,0.0,21.55,12628.63,28.91,296.18,2.25,2.35,0.0,5,4,0.91,1.3,64.07,9.78,42.88,1.23,,169.64,8.05,372.67,168.0,22.15,42.88,147.28,12.32,6.65,-0.2,16.95,-0.06,NSE : VTL
Alok Industries,19.9,,9880.83,0.0,-226.14,-59.73,1410.25,-28.47,-6.86,Textiles,,-11.51,,,75.0,-1.26,0.0,36.23,33743.59,496.52,-38.07,4.88,0.17,17.55,4,2,0.88,-0.42,75.0,-7.65,18.14,1.28,,-17.88,-5.72,,-26.25,123.06,18.14,78.67,22.51,2.16,0.09,0.32,-0.03,NSE : ALOKINDS
Swan Energy,306.2,289.44,8081.14,0.03,142.88,376.85,804.3,208.89,2.59,Textiles,3.54,-0.8,2.09,-2.2,64.09,3.05,21.5,29.77,12644.3,26.39,86.53,4.94,1.02,0.0,5,1,0.17,3.64,50.31,2.93,453.19,1.6,,241.16,3.77,66.79,213.24,329.04,453.19,89.09,15.9,17.12,-0.01,2.89,-0.03,NSE : SWANENERGY
